,Price,Rooms,Area,Floor,Max_house_floor,balcony\loggia,Bathroom,Year built,Link
1367,2450000,1,27.7,4,5,балкон,раздельный,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_277m_45et._2389426097
1368,4150000,2,49,5,5,балкон,раздельный,1952,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_55et._2252798527
1369,3798598,2,42.1,4,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_421m_45et._2321812414
1370,3230000,2,42.6,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_426m_55et._2389221294
1371,4190000,1,30,11,23,балкон,совмещенный,2010,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_1123et._2391692884
1372,2000000,1,31.3,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_313m_15et._2371643062
1373,3200000,1,40.4,2,9,балкон,раздельный,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_404m_29et._2353848586
1374,2500000,2,47.2,5,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_472m_55et._2387973245
1375,1560000,1,24,4,5,,совмещенный,1967,https://www.avito.ru/perm/kvartiry/1-k._kvartira_24m_45et._2385546359
1376,6400000,2,58.7,15,25,лоджия,раздельный,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_587m_1525et._2366593759
1377,3600000,3,77,2,2,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_77m_22et._2362885419
1378,4150000,4,61,4,5,,,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_61m_45et._2341353394
1379,4750000,2,56.1,12,20,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_561m_1220et._2277293048
1380,3950000,2,48.9,5,5,лоджия,раздельный,1989,https://www.avito.ru/perm/kvartiry/2-k._kvartira_489m_55et._2361455271
1381,3800000,2,60,5,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_60m_55et._2243841974
1382,3500000,1,45,1,9,балкон,раздельный,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_45m_19et._2228959621
1383,3350000,1,38.3,10,10,балкон,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_383m_1010et._2389369495
1384,2990000,1,34.1,4,9,лоджия,совмещенный,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_341m_49et._2393132882
1385,6090000,3,75.6,12,16,балкон,совмещенный,2002,https://www.avito.ru/perm/kvartiry/3-k._kvartira_756m_1216et._2251891545
1386,5100000,3,61.5,8,9,лоджия,раздельный,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_615m_89et._2345572799
1387,2800000,2,44.9,5,5,балкон,совмещенный,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_55et._2341287980
1388,5250000,3,66.8,2,9,лоджия,совмещенный,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_668m_29et._2366942919
1389,5600000,3,86.4,16,16,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_864m_1616et._2391344132
1390,2900000,1,30,5,5,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_55et._2396626189
1391,3999000,3,67,2,5,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_25et._2341470822
1392,3450000,2,45.9,7,9,лоджия,раздельный,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_79et._2400301321
1393,4600000,2,50.6,4,10,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_506m_410et._2351201284
1394,3900000,2,45,4,9,балкон,раздельный,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_49et._2339107349
1395,3850000,1,37.4,8,9,лоджия,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_374m_89et._2261747703
1396,4180000,2,51,4,8,лоджия,раздельный,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_51m_48et._2350281228
1397,7100000,3,69,4,10,,раздельный,2009,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_410et._2125927866
1398,19700000,2,78,16,25,балкон,совмещенный,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_78m_1625et._2057753128
1399,3620000,3,74.3,1,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_743m_15et._2248513487
1400,4200000,3,68.2,6,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_682m_69et._2394690205
1401,4740000,1,38.3,14,19,лоджия,совмещенный,2014,https://www.avito.ru/perm/kvartiry/1-k._kvartira_383m_1419et._2380950881
1402,3530000,2,38,5,5,балкон,раздельный,1974,https://www.avito.ru/perm/kvartiry/2-k._kvartira_38m_55et._2373400489
1403,4900000,2,37.8,14,16,балкон,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_378m_1416et._2421367790
1404,2190000,1,25.2,8,9,,раздельный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_252m_89et._2366680692
1405,2200000,1,25.8,8,9,,,,https://www.avito.ru/perm/kvartiry/apartamenty-studiya_258m_1316et._2353336259
1406,2990000,1,34.1,4,9,лоджия,совмещенный,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_341m_49et._2393132882
1407,2250000,1,30,2,5,балкон,совмещенный,1974,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_25et._2402837847
1408,19700000,2,78,16,25,балкон,совмещенный,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_78m_1625et._2057753128
1409,5250000,3,66.8,2,9,лоджия,совмещенный,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_668m_29et._2366942919
1410,5100000,3,60.5,2,9,балкон,совмещенный,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_29et._2395644840
1411,2800000,2,44.9,5,5,балкон,совмещенный,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_55et._2341287980
1412,1520000,1,39,4,9,,совмещенный,1978,https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_49et._2315716188
1413,5100000,3,61.5,8,9,лоджия,раздельный,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_615m_89et._2345572799
1414,3500000,1,36,3,10,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_310et._2357797309
1415,6450000,2,61.4,7,10,лоджия,раздельный,2004,https://www.avito.ru/perm/kvartiry/2-k._kvartira_614m_710et._2331464603
1416,5700000,4,80.7,4,16,балкон,раздельный,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_807m_416et._2197147774
1417,6600000,2,59.6,8,20,балкон,совмещенный,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_596m_820et._2395999033
1418,3000000,1,34.4,5,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_59et._2388406455
1419,3600000,2,52.9,14,16,балкон,совмещенный,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_529m_1416et._2396562125
1420,3530000,2,43.3,3,9,лоджия,совмещенный,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_39et._2395675644
1421,4200000,2,43.4,2,5,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_25et._2349051695
1422,4100000,1,40.1,5,9,лоджия,совмещенный,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_401m_59et._2372035176
1423,6300000,2,84,5,9,,раздельный,2000,https://www.avito.ru/perm/kvartiry/2-k._kvartira_84m_59et._2122910268
1424,1540000,1,17.2,5,9,,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_172m_25et._2389641758
1425,3690000,1,46.1,10,17,лоджия,раздельный,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_461m_1017et._2310989559
1426,3250000,3,59,3,5,балкон,совмещенный,1962,https://www.avito.ru/perm/kvartiry/3-k._kvartira_59m_35et._2380873736
1427,7900000,3,72,12,20,лоджия,совмещенный,2017,https://www.avito.ru/perm/kvartiry/3-k._kvartira_72m_1220et._2168395877
1428,5299000,1,44,11,17,лоджия,совмещенный,1987,https://www.avito.ru/perm/kvartiry/1-k._kvartira_44m_1117et._2379240241
1429,8600000,2,77.7,12,20,балкон,раздельный,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_777m_1220et._2290990778
1430,18500000,4,161.4,8,9,лоджия,совмещенный,2009,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1614m_89et._2339038683
1431,4100000,1,33.8,8,9,лоджия,совмещенный,2019,https://www.avito.ru/perm/kvartiry/kvartira-studiya_338m_225et._2396702761
1432,4490000,4,60.5,1,5,,раздельный,1969,https://www.avito.ru/perm/kvartiry/4-k._kvartira_605m_15et._2412407629
1433,5400000,2,63.5,11,14,лоджия,совмещенный,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_635m_1114et._2396969093
1434,4150000,4,61,4,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/4-k._kvartira_61m_45et._2341353394
1435,4600000,2,43.4,5,9,лоджия,совмещенный,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_59et._2374973335
1436,3690000,3,56.5,1,5,,совмещенный,1965,https://www.avito.ru/perm/kvartiry/3-k._kvartira_565m_15et._2350252925
1437,2950000,1,32.1,4,5,балкон,совмещенный,1962,https://www.avito.ru/perm/kvartiry/1-k._kvartira_321m_45et._2395356897
1438,4300000,2,39,24,25,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_39m_2425et._1869401045
1439,2680000,2,43,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_55et._2374553229
1440,4400000,1,48.4,21,25,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_484m_2125et._1297174043
1441,9300000,4,127.2,7,10,лоджия,совмещенный,1997,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1272m_710et._2343724702
1442,2690000,1,21.2,7,10,лоджия,совмещенный,2018,https://www.avito.ru/perm/kvartiry/kvartira-studiya_212m_925et._2390584264
1443,3530000,2,38,5,5,балкон,раздельный,1974,https://www.avito.ru/perm/kvartiry/2-k._kvartira_38m_55et._2373400489
1444,4200000,3,68.2,6,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_682m_69et._2394690205
1445,5840000,3,60,8,10,лоджия,совмещенный,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_810et._2327141634
1446,3450000,2,45,4,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2315868480
1447,5300000,2,61,4,9,лоджия,раздельный,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_49et._2374970016
1448,2900000,3,56,2,5,,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_56m_25et._2181981143
1449,4190000,1,30,11,23,балкон,совмещенный,2010,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_1123et._2391692884
1450,3800000,3,61,2,5,балкон,раздельный,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_25et._2391581368
1451,3700000,2,45.5,10,16,лоджия,совмещенный,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_1016et._2427131985
1452,4220000,1,53.7,10,16,лоджия,совмещенный,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_537m_315et._2340328146
1453,5600000,1,54,15,16,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_54m_1516et._2391494330
1454,2550000,1,апартаменты,15,16,,совмещенный,2020,https://www.avito.ru/perm/kvartiry/1-k._apartamenty_245m_1717et._2180300797
1455,7975999,3,97.7,7,10,лоджия,раздельный,2004,https://www.avito.ru/perm/kvartiry/3-k._kvartira_977m_710et._2258629730
1456,5150000,2,52,2,10,лоджия,раздельный,2009,https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_210et._2364162373
1457,2800000,1,34.3,2,10,лоджия,раздельный,1994,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_210et._2394372073
1458,8500000,4,81.8,12,16,балкон,раздельный,1991,https://www.avito.ru/perm/kvartiry/4-k._kvartira_818m_1216et._2400940087
1459,1790000,1,20,2,9,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_20m_29et._2348052606
1460,8109000,3,76,18,20,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_76m_1820et._2327071458
1461,3150000,1,35.5,16,16,балкон,совмещенный,2022,https://www.avito.ru/perm/kvartiry/1-k._kvartira_355m_1616et._2349975512
1462,4950000,1,42.1,16,16,лоджия,раздельный,2013,https://www.avito.ru/perm/kvartiry/1-k._kvartira_421m_1616et._2377852941
1463,4600000,2,43.4,5,9,лоджия,совмещенный,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_59et._2374973335
1464,7100000,3,76,8,16,лоджия,совмещенный,2006,https://www.avito.ru/perm/kvartiry/3-k._kvartira_76m_816et._2375049332
1465,3690000,3,56.5,1,5,,совмещенный,1965,https://www.avito.ru/perm/kvartiry/3-k._kvartira_565m_15et._2350252925
1466,3850000,3,62.8,2,9,,совмещенный,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_628m_29et._2218921166
1467,5650000,3,63.7,8,10,балкон,совмещенный,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_637m_810et._2393152485
1468,5299000,1,44,11,17,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_44m_1117et._2379240241
1469,3450000,2,45,4,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2315868480
1470,3400000,2,44,4,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_45et._2236888879
1471,9300000,4,127.2,7,10,лоджия,совмещенный,1997,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1272m_710et._2343724702
1472,2800000,1,31,2,5,,совмещенный,1965,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_25et._2394981811
1473,5840000,3,60,8,10,лоджия,совмещенный,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_810et._2327141634
1474,2200000,1,23.4,8,10,балкон,совмещенный,2015,https://www.avito.ru/perm/kvartiry/kvartira-studiya_234m_1220et._2367708971
1475,2400000,1,32.3,4,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_323m_45et._2385428670
1476,3190000,2,56,2,3,,раздельный,1959,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_23et._2102100624
1477,6600000,3,86,14,16,лоджия,раздельный,2012,https://www.avito.ru/perm/kvartiry/3-k._kvartira_86m_1416et._2353182016
1478,3450000,2,46.9,1,5,,совмещенный,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_469m_15et._2385455001
1479,6850000,3,86,6,10,лоджия,раздельный,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_86m_610et._2307917474
1480,8000000,3,81,6,19,лоджия,раздельный,2015,https://www.avito.ru/perm/kvartiry/3-k._kvartira_81m_619et._2375354141
1481,4500000,2,62,10,10,лоджия,раздельный,2001,https://www.avito.ru/perm/kvartiry/2-k._kvartira_62m_1010et._2393247094
1482,3980000,3,64.4,5,9,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_644m_59et._2379843140
1483,3450000,2,44.3,1,5,,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_15et._2368820532
1484,2900000,3,56,2,5,,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_56m_25et._2181981143
1485,3100000,1,36.9,4,9,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_369m_49et._2322407587
1486,3090000,2,41.7,3,4,балкон,совмещенный,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_417m_34et._2323604959
1487,8600000,2,77.7,12,20,балкон,раздельный,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_777m_1220et._2290990778
1488,6500000,2,55.5,14,17,балкон,раздельный,2006,https://www.avito.ru/perm/kvartiry/2-k._kvartira_555m_1417et._2386995961
1489,6500000,2,59.8,3,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_598m_39et._2302966889
1490,3800000,3,60,1,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_19et._2301447142
1491,4200000,3,63,1,9,лоджия,раздельный,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_19et._2081114676
1492,3940000,3,52,4,5,балкон,совмещенный,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_52m_45et._2373357166
1493,4000000,4,60.7,3,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_607m_35et._2381020972
1494,9700000,3,87.7,3,23,лоджия,раздельный,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_877m_323et._2283977317
1495,3500000,2,43.5,5,5,балкон,совмещенный,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_435m_55et._2373615629
1496,1100000,1,16,1,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_16m_15et._1856700024
1497,8500000,2,56,3,6,,совмещенный,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_36et._2293514657
1498,5800000,3,62.5,2,9,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_625m_29et._2309106295
1499,3370000,2,47,1,5,,раздельный,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_15et._2366608981
1500,3200000,3,61,1,5,,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_15et._1976194740
1501,3500000,1,33,4,9,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_49et._2387966298
1502,2250000,2,45.2,5,5,балкон,совмещенный,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_452m_55et._2397489077
1503,1100000,1,планировка,5,5,,совмещенный,1962,https://www.avito.ru/perm/kvartiry/svob._planirovka_18m_15et._2311923392
1504,4569000,3,88.4,5,5,,раздельный,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_884m_55et._2345853856
1505,2650000,1,34.4,8,9,лоджия,раздельный,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_89et._2329617627
1506,4220000,1,53.7,8,9,лоджия,совмещенный,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_537m_315et._2340328146
1507,2900000,2,44.8,4,5,лоджия,раздельный,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_448m_45et._2373170588
1508,6600000,2,59.6,8,20,балкон,совмещенный,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_596m_820et._2395999033
1509,2200000,1,23.4,8,20,балкон,совмещенный,2015,https://www.avito.ru/perm/kvartiry/kvartira-studiya_234m_1220et._2367708971
1510,3250000,3,63,4,9,балкон,раздельный,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_49et._2357805976
1511,6400000,2,71.5,1,19,балкон,раздельный,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_715m_119et._2385022667
1512,3200000,1,28.3,1,19,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_283m_525et._2293001180
1513,4000000,1,42.7,2,5,,раздельный,1959,https://www.avito.ru/perm/kvartiry/1-k._kvartira_427m_25et._2382147357
1514,2750000,1,32.4,4,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_324m_45et._2367800928
1515,6970000,3,108.6,2,12,лоджия,раздельный,2003,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1086m_212et._2388835537
1516,2300000,2,25,5,5,,раздельный,1983,https://www.avito.ru/perm/kvartiry/2-k._kvartira_25m_55et._2336122340
1517,3300000,1,32.6,8,9,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_326m_89et._2394940651
1518,7350000,4,78,5,9,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_78m_59et._2391332523
1519,4100000,1,33.8,5,9,лоджия,совмещенный,2019,https://www.avito.ru/perm/kvartiry/kvartira-studiya_338m_225et._2396702761
1520,3559000,1,41.5,9,16,,совмещенный,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_415m_916et._2383076388
1521,2800000,2,43.9,2,5,,раздельный,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_25et._2390411130
1522,3800000,2,47,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_55et._2410773546
1523,5500000,2,65,16,16,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_65m_1616et._2373284381
1524,3690000,1,46.1,10,17,лоджия,раздельный,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_461m_1017et._2310989559
1525,6950000,4,83.6,6,10,балкон,раздельный,1988,https://www.avito.ru/perm/kvartiry/4-k._kvartira_836m_610et._2281138446
1526,3500000,1,45.6,2,17,балкон,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_456m_217et._2421608799
1527,4200000,2,43.4,2,5,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_25et._2349051695
1528,3750000,3,58.9,4,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_589m_45et._2392862944
1529,5500000,3,63.7,6,9,лоджия,раздельный,1988,https://www.avito.ru/perm/kvartiry/3-k._kvartira_637m_69et._2307737738
1530,3600000,1,43.9,12,17,лоджия,совмещенный,2007,https://www.avito.ru/perm/kvartiry/1-k._kvartira_439m_1217et._2377816192
1531,6950000,4,104,3,10,лоджия,раздельный,2019,https://www.avito.ru/perm/kvartiry/4-k._kvartira_104m_310et._2371628483
1532,3100000,3,59.4,4,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_594m_45et._2409923404
1533,4679000,2,54,4,10,лоджия,раздельный,1998,https://www.avito.ru/perm/kvartiry/2-k._kvartira_54m_410et._2353000184
1534,1030000,1,18.6,4,10,,совмещенный,1969,https://www.avito.ru/perm/kvartiry/kvartira-studiya_186m_45et._2373801161
1535,7990000,2,56,22,25,балкон,совмещенный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_2225et._2308521270
1536,1559000,1,планировка,22,25,,,,https://www.avito.ru/perm/kvartiry/svob._planirovka_43m_13et._2181561963
1537,6390000,3,71.5,4,16,лоджия,раздельный,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_715m_416et._2341433363
1538,3100000,1,35,2,3,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_23et._2378346716
1539,5600000,2,59.1,10,16,лоджия,раздельный,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_591m_1016et._2377856978
1540,4380000,2,57.6,8,9,лоджия,раздельный,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_576m_89et._2357893854
1541,3200000,2,45.4,2,5,балкон,совмещенный,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_454m_25et._2346053634
1542,3900000,3,55.5,1,5,,совмещенный,1967,https://www.avito.ru/perm/kvartiry/3-k._kvartira_555m_15et._2168320072
1543,2600000,2,46.6,3,5,балкон,раздельный,1955,https://www.avito.ru/perm/kvartiry/2-k._kvartira_466m_35et._2394086681
1544,3250000,3,74,4,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_74m_45et._2372209378
1545,6500000,3,74,14,16,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_74m_1416et._2293366778
1546,5730000,1,58.1,17,20,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_581m_1720et._2366729298
1547,3499999,3,67.8,3,9,,раздельный,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_678m_39et._2362480207
1548,5599000,2,63.4,25,25,балкон,раздельный,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_634m_2525et._2381675313
1549,2800000,1,36,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_15et._2239876205
1550,3250000,2,45,7,9,балкон,раздельный,1982,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_79et._2245720791
1551,6180000,3,70.8,1,10,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_708m_110et._2177737659
1552,7000000,2,76.3,1,16,лоджия,совмещенный,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_763m_116et._2369262514
1553,7990000,4,122,2,12,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_122m_212et._2398864793
1554,11650000,4,90.8,3,10,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_908m_310et._2208163407
1555,7499000,3,90,14,17,лоджия,раздельный,2012,https://www.avito.ru/perm/kvartiry/3-k._kvartira_90m_1417et._2361206467
1556,3680000,2,43.8,1,5,,раздельный,1972,https://www.avito.ru/perm/kvartiry/2-k._kvartira_438m_15et._2359001747
1557,7000000,3,69,9,10,балкон,раздельный,2008,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_910et._2248927977
1558,730000,1,12,1,9,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_12m_19et._2371906724
1559,5500000,2,66.2,3,16,лоджия,раздельный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_662m_316et._2246866529
1560,3300000,2,42.7,7,9,балкон,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_427m_79et._2421351893
1561,4090000,3,61,6,9,,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_69et._2391779336
1562,5400000,2,63.5,11,14,лоджия,совмещенный,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_635m_1114et._2396969093
1563,2600000,2,46.4,5,5,балкон,раздельный,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_464m_55et._2383672576
1564,2150000,1,31,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2378989967
1565,2800000,1,38,4,10,лоджия,раздельный,2001,https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_410et._2356139564
1566,3200000,2,47,4,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_45et._2393763412
1567,4350000,2,50,9,9,лоджия,раздельный,1989,https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_99et._2371377245
1568,2200000,1,25.8,9,9,,совмещенный,2019,https://www.avito.ru/perm/kvartiry/apartamenty-studiya_258m_1316et._2353336259
1569,2140000,2,41.3,1,3,,совмещенный,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_413m_13et._2350079171
1570,3250000,3,59,3,5,балкон,совмещенный,1962,https://www.avito.ru/perm/kvartiry/3-k._kvartira_59m_35et._2380873736
1571,6300000,1,67,17,17,лоджия,совмещенный,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_67m_1717et._2375757332
1572,5000000,2,47.1,25,25,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_471m_2525et._2310199265
1573,2150000,1,27.4,6,9,балкон,совмещенный,1992,https://www.avito.ru/perm/kvartiry/1-k._kvartira_274m_69et._2386640644
1574,5500000,3,72,10,16,балкон,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_72m_1016et._1801862574
1575,4650000,2,61.5,5,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_615m_55et._2329677125
1576,5300000,2,61,4,9,лоджия,раздельный,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_49et._2374970016
1577,1910000,1,31,5,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2314383063
