,Price,Rooms,Area,Floor,Max_house_floor,balcony\loggia,Bathroom,Year built,Link
491,730000,1,12,1,9,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_12m_19et._2366809019
492,3950000,3,60.8,1,9,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_608m_19et._2359802791
493,2600000,1,30.1,5,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_55et._2378310263
494,5800000,2,56.9,2,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_569m_25et._2369409813
495,6800000,2,63.7,9,16,лоджия,совмещенный,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_637m_916et._2269201191
496,3100000,2,45,3,4,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_34et._2341751363
497,4850100,2,39.4,10,25,балкон,совмещенный,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_394m_1025et._2373313356
498,4650000,2,62,5,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_62m_55et._861471119
499,3450000,2,53.1,2,10,лоджия,раздельный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_531m_210et._2355107952
500,1100000,1,17.1,7,9,,совмещенный,1979,https://www.avito.ru/perm/kvartiry/1-k._kvartira_171m_79et._2358973747
501,4700000,3,56.8,6,9,балкон,раздельный,1982,https://www.avito.ru/perm/kvartiry/3-k._kvartira_568m_69et._2344556710
502,2350000,1,26,6,9,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_26m_2425et._2349559038
503,2700000,2,24.8,8,15,балкон,совмещенный,1985,https://www.avito.ru/perm/kvartiry/2-k._kvartira_248m_815et._2333218079
504,3600000,3,54.8,1,5,,совмещенный,1962,https://www.avito.ru/perm/kvartiry/3-k._kvartira_548m_15et._2426886354
505,3210000,2,44,9,9,лоджия,раздельный,1983,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_99et._2338076766
506,5500000,3,63,3,9,,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_39et._2216100485
507,4340000,3,83.5,3,3,балкон,раздельный,1950,https://www.avito.ru/perm/kvartiry/3-k._kvartira_835m_33et._2214858499
508,4990000,4,91.2,5,5,,,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_912m_55et._2314156038
509,1499999,1,в,5,5,балкон,раздельный,2019,https://www.avito.ru/perm/kvartiry/dolya_v_2-k._kvartire_445m_116et._2387858395
510,2600000,1,30.1,5,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_55et._2378310263
511,3100000,2,45,3,4,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_34et._2341751363
512,4650000,2,62,5,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_62m_55et._861471119
513,2800000,1,34,16,18,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_1618et._2396872533
514,9999000,4,88.5,3,10,балкон,раздельный,1995,https://www.avito.ru/perm/kvartiry/4-k._kvartira_885m_310et._2385838825
515,1100000,1,17.1,7,9,,совмещенный,1979,https://www.avito.ru/perm/kvartiry/1-k._kvartira_171m_79et._2358973747
516,5200000,3,66.2,2,4,,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_662m_24et._2389104940
517,2250000,1,24,2,4,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_24m_77et._2341753356
518,730000,1,12,1,9,,совмещенный,1987,https://www.avito.ru/perm/kvartiry/1-k._kvartira_12m_19et._2366809019
519,8300000,2,67,13,25,лоджия,раздельный,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_67m_1325et._2372045018
520,1650000,1,17,13,25,,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_17m_45et._2384969949
521,3950000,3,60.8,1,9,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_608m_19et._2359802791
522,5800000,2,56.9,2,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_569m_25et._2369409813
523,4500000,2,51.9,14,17,лоджия,совмещенный,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_519m_1417et._2384528004
524,5800000,2,56.3,7,16,балкон,раздельный,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_563m_716et._2309743967
525,2000000,1,22,7,16,,совмещенный,1957,https://www.avito.ru/perm/kvartiry/kvartira-studiya_22m_14et._2417338329
526,2780000,1,42,5,10,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_510et._2292332107
527,4890000,3,65.9,7,9,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_659m_79et._2293024848
528,3200000,1,32.3,10,16,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_323m_1016et._2346313175
529,4100000,2,57,2,14,лоджия,раздельный,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_214et._2319633162
530,5200000,3,60,7,10,,раздельный,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_710et._2329584366
531,3200000,2,47.8,1,5,балкон,совмещенный,1970,https://www.avito.ru/perm/kvartiry/2-k._kvartira_478m_15et._2342915749
532,4700000,3,56.8,6,9,балкон,раздельный,1982,https://www.avito.ru/perm/kvartiry/3-k._kvartira_568m_69et._2344556710
533,3700000,2,43,7,9,лоджия,совмещенный,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_79et._2361274230
534,4000000,3,56,8,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_56m_89et._2346975051
535,2600000,1,41.1,8,9,,,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_411m_1016et._2375692102
536,5000000,3,66.6,3,10,балкон,раздельный,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_666m_310et._2346407517
537,6999999,2,58,19,19,,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_1919et._1360126499
538,2250000,1,36.6,2,10,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_210et._2334688905
539,4049000,2,45.2,3,9,балкон,раздельный,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_452m_39et._2377727816
540,17500000,6,170.4,10,11,,,,https://www.avito.ru/perm/kvartiry/6-k._kvartira_1704m_1011et._2302611831
541,4700000,2,41.6,3,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_416m_35et._2392587257
542,2395000,1,30,3,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_35et._2400916005
543,4700000,2,40,10,15,балкон,совмещенный,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_1015et._2373227245
544,4299000,4,61.9,5,5,балкон,раздельный,1967,https://www.avito.ru/perm/kvartiry/4-k._kvartira_619m_55et._2318914619
545,3240000,2,44.1,1,5,,совмещенный,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_441m_15et._2370237961
546,3980000,3,67.4,9,10,балкон,раздельный,1991,https://www.avito.ru/perm/kvartiry/3-k._kvartira_674m_910et._2180904547
547,2480000,1,34,3,9,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2410113132
548,4924000,2,48,25,25,лоджия,совмещенный,2010,https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_2525et._2392702112
549,2300000,2,35,7,9,,раздельный,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_35m_79et._2393219169
550,2890000,1,30,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_15et._2372148344
551,2620000,2,41.3,5,5,балкон,совмещенный,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_413m_55et._2378729913
552,3200000,2,49,9,10,лоджия,совмещенный,1997,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_910et._2421245326
553,3790000,2,43.2,8,9,лоджия,раздельный,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_432m_89et._2384909435
554,3430000,2,46.3,4,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_463m_45et._2385730911
555,2450000,2,47,3,5,,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_35et._2379221641
556,2250000,1,24,3,5,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_24m_77et._2341753356
557,4999999,3,68.4,5,10,лоджия,раздельный,2002,https://www.avito.ru/perm/kvartiry/3-k._kvartira_684m_510et._2363214297
558,2950000,2,41.1,4,5,балкон,совмещенный,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_411m_45et._2292721126
559,1950000,1,18,4,5,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_18m_212et._2362185740
560,5500000,2,47,8,16,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_816et._2362302952
561,2600000,1,41.1,8,16,лоджия,совмещенный,2011,https://www.avito.ru/perm/kvartiry/kvartira-studiya_411m_1016et._2375692102
562,6000000,2,51.8,16,17,балкон,совмещенный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_518m_1617et._2346144399
563,4470000,3,62,2,5,балкон,совмещенный,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_25et._2332911616
564,3200000,1,32.3,10,16,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_323m_1016et._2346313175
565,6669000,1,35.8,5,25,лоджия,совмещенный,2019,https://www.avito.ru/perm/kvartiry/1-k._kvartira_358m_525et._2395504171
566,2600000,2,45.5,5,5,балкон,раздельный,1981,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_55et._2391752702
567,5600000,1,46,12,25,лоджия,совмещенный,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_46m_1225et._2313203398
568,3290000,1,34,1,10,,раздельный,2000,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_110et._2169716384
569,9200000,2,61.6,3,25,лоджия,совмещенный,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_616m_325et._2385077352
570,4100000,2,57,2,14,лоджия,раздельный,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_214et._2319633162
571,4750000,3,67.3,2,9,балкон,раздельный,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_673m_29et._2324171794
572,5650000,2,70.5,13,25,балкон,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_705m_1325et._2357522230
573,4300000,3,65.8,2,10,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_658m_210et._2410771084
574,2999000,1,29.5,2,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_295m_25et._2410242067
575,3670000,1,36.4,14,15,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_364m_1415et._2262876790
576,6800000,2,89,9,10,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_89m_910et._2394004631
577,2900000,1,37,10,19,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_37m_1019et._2367598150
578,4500000,3,62.9,7,9,лоджия,совмещенный,1976,https://www.avito.ru/perm/kvartiry/3-k._kvartira_629m_79et._1981217208
579,3430000,2,44.3,5,5,балкон,раздельный,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_55et._2300919948
580,4049000,2,45.2,3,9,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_452m_39et._2377727816
581,3590000,1,34.4,6,9,балкон,раздельный,1984,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_69et._2349423158
582,5300000,1,43,15,20,балкон,совмещенный,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_43m_1520et._2373281447
583,6500000,3,55,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_55m_55et._2337727279
584,6200000,2,59.7,5,6,лоджия,совмещенный,1998,https://www.avito.ru/perm/kvartiry/2-k._kvartira_597m_56et._2383157306
585,4200000,3,52.6,1,9,лоджия,раздельный,1982,https://www.avito.ru/perm/kvartiry/3-k._kvartira_526m_19et._2393001590
586,4600000,1,35.6,1,9,,,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_356m_620et._2402758404
587,2850000,1,33.2,3,5,лоджия,совмещенный,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_332m_35et._2378881159
588,1800000,1,24.9,4,5,балкон,совмещенный,1974,https://www.avito.ru/perm/kvartiry/1-k._kvartira_249m_45et._2391278586
589,2700000,1,25,8,16,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_25m_816et._1961104906
590,1800000,2,47,3,5,,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_35et._2349257053
591,2200000,2,38.2,1,5,,совмещенный,1991,https://www.avito.ru/perm/kvartiry/2-k._kvartira_382m_15et._2318632151
592,3150000,1,28.2,1,5,лоджия,совмещенный,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_282m_419et._2349369704
593,3750000,3,71.1,9,10,балкон,раздельный,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_711m_910et._2370431822
594,13500000,2,75.2,13,24,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_752m_1324et._2341536419
595,2300000,1,28.5,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_285m_15et._2291311748
596,5700000,3,74.3,2,5,балкон,раздельный,1958,https://www.avito.ru/perm/kvartiry/3-k._kvartira_743m_25et._2388461145
597,3550000,1,40.2,17,17,,раздельный,2010,https://www.avito.ru/perm/kvartiry/1-k._kvartira_402m_1717et._2368834154
598,9100000,3,110,7,12,лоджия,совмещенный,2005,https://www.avito.ru/perm/kvartiry/3-k._kvartira_110m_712et._2400877584
599,7900000,2,60.4,20,25,лоджия,совмещенный,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_604m_2025et._2410666487
600,3800000,3,61.5,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_615m_15et._2378349686
601,6850000,3,76.1,8,16,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_761m_816et._2293564093
602,3600000,1,32.5,1,4,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_325m_14et._2374811709
603,3000000,1,29.4,4,5,балкон,совмещенный,1976,https://www.avito.ru/perm/kvartiry/1-k._kvartira_294m_45et._1760870901
604,5380000,1,47.1,18,20,лоджия,совмещенный,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_471m_1820et._2393885757
605,3399000,3,60.6,1,9,балкон,раздельный,1979,https://www.avito.ru/perm/kvartiry/3-k._kvartira_606m_19et._2341846732
606,5800000,3,64.3,4,10,балкон,раздельный,1991,https://www.avito.ru/perm/kvartiry/3-k._kvartira_643m_410et._2384533177
607,4700000,1,34.7,10,11,балкон,совмещенный,2003,https://www.avito.ru/perm/kvartiry/1-k._kvartira_347m_1011et._2355416601
608,3650000,1,32,3,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_35et._2383737417
609,1900000,1,35,2,5,лоджия,совмещенный,1985,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_25et._2388477199
610,3250000,3,59.3,4,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_593m_45et._2385160422
611,1700000,2,42,2,3,,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_23et._2343095924
612,2780000,1,42,5,10,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_510et._2292332107
613,2950000,1,36.1,4,5,,совмещенный,1962,https://www.avito.ru/perm/kvartiry/1-k._kvartira_361m_45et._2342370597
614,3000000,2,45,2,2,балкон,совмещенный,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_22et._2327549065
615,1499999,1,в,2,2,,,,https://www.avito.ru/perm/kvartiry/dolya_v_2-k._kvartire_445m_116et._2387858395
616,2320000,2,34.1,6,9,,совмещенный,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_341m_69et._2316314039
617,38000000,4,392,18,18,,раздельный,2007,https://www.avito.ru/perm/kvartiry/4-k._kvartira_392m_1818et._2258976624
618,3050000,2,53,5,5,,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_55et._2232556162
619,2450000,1,31,2,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_25et._2337833996
620,4499999,2,58.5,4,4,,раздельный,1954,https://www.avito.ru/perm/kvartiry/2-k._kvartira_585m_44et._2397747771
621,3499000,3,62.5,6,9,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_625m_69et._2307824743
622,5900000,3,61.3,5,6,балкон,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_613m_56et._2389834600
623,3550000,2,45,3,5,балкон,совмещенный,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_35et._2385618535
624,4299000,4,61.9,5,5,балкон,раздельный,1967,https://www.avito.ru/perm/kvartiry/4-k._kvartira_619m_55et._2318914619
625,2799000,1,30.5,5,5,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_305m_56et._2401907247
626,5500000,2,66.7,3,5,балкон,раздельный,1958,https://www.avito.ru/perm/kvartiry/2-k._kvartira_667m_35et._2399904953
627,3400000,2,56,2,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_25et._2362317080
628,7200000,2,80.1,5,7,,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_801m_57et._2344389837
629,2350000,2,47,5,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_55et._2356129662
630,2450000,1,31.9,2,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_319m_25et._2319181102
631,1570000,1,22,5,9,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_22m_59et._2382599049
632,3350000,2,45,5,5,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_55et._2378732714
633,2980000,2,45.6,1,6,,совмещенный,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_456m_16et._2341294362
634,3650000,1,34,3,9,лоджия,раздельный,1989,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2349997920
635,1840000,1,24.5,7,9,,раздельный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_245m_79et._2378191941
636,3850000,3,46.2,2,5,,совмещенный,2014,https://www.avito.ru/perm/kvartiry/3-k._kvartira_462m_25et._2356619904
637,2900000,1,36.6,5,9,лоджия,совмещенный,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_59et._2375380504
638,11000000,3,105,9,9,лоджия,раздельный,2003,https://www.avito.ru/perm/kvartiry/3-k._kvartira_105m_99et._2266688014
639,2590000,1,38.8,6,10,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_388m_610et._2410465598
640,3350000,1,38.7,14,16,балкон,совмещенный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_387m_1416et._2316030673
641,9870000,4,85,22,25,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_85m_2225et._2369809630
642,6500000,4,100.9,5,10,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1009m_510et._2291295506
643,3600000,1,34.6,2,10,балкон,раздельный,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_210et._2336312946
644,3000000,3,54.5,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_545m_55et._2335150098
645,3600000,3,47.6,3,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_476m_35et._2350708309
646,3450000,1,39.5,1,4,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_395m_14et._2345384721
647,2350000,3,60.2,4,5,балкон,совмещенный,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_45et._2377976949
648,3000000,1,32,10,10,лоджия,раздельный,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_1010et._2410804296
649,2780000,1,31,5,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2383977273
650,4200000,3,65.5,2,4,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_655m_24et._2356595660
651,2700000,1,34.6,3,9,лоджия,раздельный,1988,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_39et._2396170949
652,3300000,1,33.6,2,12,лоджия,совмещенный,1977,https://www.avito.ru/perm/kvartiry/1-k._kvartira_336m_212et._2417849369
653,4599000,2,55,8,9,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_55m_89et._2396326202
654,2500000,1,35.6,4,5,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_356m_45et._2388117373
655,12600000,3,103,9,25,балкон,раздельный,2011,https://www.avito.ru/perm/kvartiry/3-k._kvartira_103m_925et._2378279214
656,5250000,3,71.2,15,16,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_712m_1516et._2410791572
657,4600000,3,92.3,5,6,лоджия,раздельный,2003,https://www.avito.ru/perm/kvartiry/3-k._kvartira_923m_56et._2365793899
658,4050000,3,60,6,9,,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_69et._2302075061
659,3800000,1,34,10,10,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_1010et._2395556292
660,3900000,3,60,3,5,балкон,раздельный,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_35et._2329415460
661,3200000,2,43,2,5,балкон,совмещенный,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_25et._2336281690
662,3300000,3,62,3,9,лоджия,раздельный,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_39et._2384513300
663,5500000,2,54.1,8,10,балкон,раздельный,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_810et._2361152475
664,3600000,2,43.4,5,9,лоджия,раздельный,1973,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_59et._2342757009
665,5990000,2,55,3,25,лоджия,совмещенный,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_55m_325et._2412420574
666,2890000,1,30,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_15et._2372148344
667,3500000,1,31,1,5,,,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_31m_69et._2246650214
668,2380000,1,30.1,4,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_45et._2360067982
669,3400000,3,61.5,1,5,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_615m_15et._2340710311
670,4500000,2,62.4,8,9,лоджия,раздельный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_624m_89et._2281615986
671,1650000,2,45.9,2,2,балкон,раздельный,1956,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_22et._2210176419
672,6790000,3,78.5,2,10,,раздельный,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_785m_210et._2269490363
673,6200000,2,47.4,16,25,лоджия,совмещенный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_474m_1625et._2359465215
674,5500000,2,59,5,16,лоджия,раздельный,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_59m_516et._1963681691
675,5995000,1,46.1,11,17,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_461m_1117et._2330164467
676,2400000,1,32,5,5,балкон,совмещенный,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_55et._2308710021
677,4200000,2,57,17,19,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_1719et._2213197566
678,3690000,1,31.1,2,4,лоджия,совмещенный,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_311m_24et._2374015732
679,10200000,3,99.6,15,20,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_996m_1520et._2357511775
680,4250000,2,60,8,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_60m_89et._2339805908
681,4000000,1,36.5,12,17,балкон,совмещенный,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_365m_1217et._2387253570
682,4600000,3,67,13,17,,раздельный,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_1317et._2341138732
683,2910000,1,30.1,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_55et._2381796444
684,4400000,2,45.4,3,9,лоджия,совмещенный,1977,https://www.avito.ru/perm/kvartiry/2-k._kvartira_454m_39et._1993511570
685,2900000,1,24.3,3,9,балкон,,,https://www.avito.ru/perm/kvartiry/kvartira-studiya_243m_125et._2421710804
686,3100000,3,57.4,2,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_574m_25et._2358050158
687,4600000,4,85.9,10,10,балкон,раздельный,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_859m_1010et._2308042978
688,2800000,2,43.4,4,5,балкон,совмещенный,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_45et._2390777469
689,1699000,1,28,4,5,,совмещенный,1987,https://www.avito.ru/perm/kvartiry/kvartira-studiya_28m_49et._2344270476
690,4650000,3,53,4,9,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_53m_49et._2376158201
691,2750000,1,41.8,3,10,,раздельный,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_418m_310et._2361582536
692,4999000,2,50.2,2,16,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_502m_216et._2421022714
693,6999999,2,61,6,12,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_612et._2393941643
694,2700000,1,21.4,6,12,балкон,совмещенный,2018,https://www.avito.ru/perm/kvartiry/kvartira-studiya_214m_525et._2393248115
695,4500000,3,53.1,4,9,лоджия,раздельный,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_531m_49et._2356594979
696,6190000,1,48.8,15,25,лоджия,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_488m_1525et._2278595539
697,7800000,4,82,5,16,балкон,совмещенный,2000,https://www.avito.ru/perm/kvartiry/4-k._kvartira_82m_516et._2332634556
698,5000000,1,41.6,11,17,лоджия,совмещенный,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_416m_1117et._2295095051
699,7000000,1,апартаменты,11,17,лоджия,совмещенный,1996,https://www.avito.ru/perm/kvartiry/1-k._apartamenty_40m_210et._318719936
700,7200000,2,56.1,8,25,лоджия,совмещенный,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_561m_825et._2382191444
701,7990000,3,81.5,9,10,лоджия,раздельный,2006,https://www.avito.ru/perm/kvartiry/3-k._kvartira_815m_910et._2145031580
702,3500000,2,45.7,7,9,лоджия,раздельный,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_79et._2309551907
703,5350000,2,44,7,19,лоджия,совмещенный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_719et._2346708822
704,7190000,3,71,9,10,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_71m_910et._2062681685
705,2690000,2,43,5,9,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_59et._2334139407
