,Price,Rooms,Area,Floor,Max_house_floor,balcony_or_loggia,Bathroom,Year_built,District,Link
707,6450000,2,73.0,2,11,лоджия,раздельный,2008.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_73m_211et._2084869338
708,3550000,2,46.0,2,16,лоджия,совмещенный,2021.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_216et._2367631329
709,6200000,1,49.0,2,7,балкон,совмещенный,2021.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_49m_27et._2400945137
710,4600000,3,72.8,8,16,лоджия,раздельный,1992.0,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_728m_816et._2400205336
711,2850000,1,31.0,3,5,балкон,совмещенный,1963.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2385114582
712,11000000,3,74.7,2,17,лоджия,раздельный,2021.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_747m_217et._2399106863
713,7900000,2,60.4,20,25,лоджия,совмещенный,2013.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_604m_2025et._2410666487
714,2400000,1,30.1,3,9,балкон,совмещенный,1983.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_39et._2387147072
715,9600000,3,76.1,14,17,лоджия,раздельный,2017.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_761m_1417et._2350965166
716,5200000,4,80.2,5,16,лоджия,раздельный,2005.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_802m_516et._2342719045
717,6000000,3,80.0,5,10,лоджия,раздельный,1988.0,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_80m_510et._2298099742
718,6500000,2,47.6,3,22,балкон,совмещенный,2021.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_476m_322et._2326291720
719,4940000,2,50.2,2,16,лоджия,совмещенный,2018.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_502m_216et._2421022714
720,4450000,1,47.5,4,25,лоджия,совмещенный,2016.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_475m_425et._2407456422
721,5550000,2,54.8,10,25,лоджия,совмещенный,2020.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_548m_1025et._2377763367
722,3700000,4,61.0,2,5,балкон,раздельный,1968.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_61m_25et._2368482199
723,5500000,1,59.0,3,4,лоджия,совмещенный,2010.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_59m_34et._2395046800
724,3300000,1,33.6,2,12,лоджия,совмещенный,1977.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_336m_212et._2417849369
725,3550000,3,60.1,4,5,балкон,раздельный,1970.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_601m_45et._2364112654
726,12800000,3,151.6,11,16,лоджия,раздельный,2007.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1516m_1116et._2370300496
727,2535000,1,31.5,2,5,балкон,совмещенный,1972.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_315m_25et._2410279249
728,2999999,1,20.3,22,25,лоджия,совмещенный,2019.0,Индустриальный,https://www.avito.ru/perm/kvartiry/kvartira-studiya_203m_2225et._2387287672
729,4600000,2,40.5,2,25,лоджия,совмещенный,2022.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_405m_225et._2391978760
730,3400000,1,37.4,6,10,лоджия,раздельный,1990.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_374m_610et._2410073111
731,14050000,2,115.0,5,17,лоджия,совмещенный,2003.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_115m_517et._2356692126
732,5190000,3,60.7,9,9,лоджия,совмещенный,1977.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_607m_99et._2393419920
733,5150000,2,55.5,22,25,балкон,совмещенный,2020.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_555m_2225et._2209720729
734,3350000,1,35.5,9,9,балкон,совмещенный,1986.0,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_355m_99et._2373334792
735,6100000,3,67.0,9,9,лоджия,раздельный,1988.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_99et._2426950775
736,4350000,2,50.3,9,16,лоджия,совмещенный,2022.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_503m_916et._2409932303
737,4999999,3,68.4,5,10,лоджия,раздельный,2002.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_684m_510et._2363214297
738,5500000,2,54.1,8,10,балкон,раздельный,2008.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_810et._2361152475
739,13500000,3,108.0,14,15,лоджия,совмещенный,2005.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_108m_1415et._2371944330
740,3350000,1,38.7,14,16,балкон,совмещенный,2016.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_387m_1416et._2316030673
741,7300000,4,73.2,8,9,лоджия,совмещенный,2022.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_732m_89et._2277416118
742,4450000,2,52.7,8,10,лоджия,раздельный,2011.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_527m_810et._2334021900
743,3380000,1,28.0,24,25,балкон,совмещенный,2017.0,Дзержинский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_28m_2425et._2387834764
744,3200000,1,34.0,3,9,балкон,раздельный,1988.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2355503840
745,5500000,3,86.4,16,16,лоджия,раздельный,2010.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_864m_1616et._2391344132
746,3150000,3,47.0,2,5,балкон,раздельный,1967.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_47m_25et._2401725983
747,6270000,3,73.0,16,16,лоджия,совмещенный,2009.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_73m_1616et._2375201138
748,3000000,2,42.5,2,5,балкон,совмещенный,1962.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_425m_25et._2341682237
749,2350000,2,45.5,2,3,балкон,совмещенный,1958.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_23et._2345783308
750,8990000,3,81.9,23,23,балкон,совмещенный,2013.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_819m_2323et._2255898730
751,2900000,1,34.6,9,10,лоджия,раздельный,1986.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_910et._2368895340
752,11993000,4,143.0,1,6,лоджия,совмещенный,1999.0,Кировский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_143m_16et._2186814391
753,3100000,3,61.0,4,5,балкон,раздельный,1977.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_45et._2400284052
754,5900000,3,56.5,9,25,лоджия,совмещенный,2021.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_565m_925et._2392133117
755,2550000,1,24.3,2,25,лоджия,совмещенный,2021.0,Кировский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_243m_225et._2409173090
756,14500000,3,101.2,12,16,лоджия,совмещенный,2009.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1012m_1216et._2366199822
757,3500000,3,47.1,5,5,балкон,раздельный,1970.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_471m_55et._2420725601
758,3300000,1,35.5,3,10,лоджия,раздельный,1987.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_355m_310et._2306745162
759,3190000,2,45.6,2,5,балкон,совмещенный,1964.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_456m_25et._2379380178
760,8000000,4,96.6,3,19,лоджия,раздельный,2011.0,Дзержинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_966m_319et._2161423510
761,4600000,4,85.9,10,10,балкон,раздельный,1989.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_859m_1010et._2308042978
762,4750000,3,67.3,2,9,балкон,раздельный,1985.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_673m_29et._2324171794
763,5800000,2,56.6,7,9,лоджия,совмещенный,2022.0,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_566m_79et._2376138712
764,7974000,2,65.4,13,25,балкон,раздельный,2021.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_654m_1325et._2341291555
765,5700000,3,74.3,2,5,балкон,раздельный,1958.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_743m_25et._2388461145
766,3950000,1,45.5,6,16,лоджия,совмещенный,2009.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_455m_616et._2377430542
767,2899000,1,35.6,1,5,лоджия,раздельный,1984.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_356m_15et._2317759149
768,2590000,1,30.0,5,5,балкон,совмещенный,1962.0,Ленинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_55et._2372837253
769,7990000,3,69.9,2,9,лоджия,раздельный,2016.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_699m_29et._2343708014
770,9900000,2,81.0,20,25,лоджия,раздельный,2009.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_81m_2025et._2256326200
771,5800000,2,48.8,16,25,лоджия,совмещенный,2017.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_488m_1625et._2375085897
772,8500000,3,79.2,5,16,балкон,раздельный,2012.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_792m_516et._2308883325
773,3850000,3,60.0,4,5,лоджия,раздельный,1986.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_45et._2156960914
774,2800000,2,44.4,2,5,балкон,раздельный,1968.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_444m_25et._2386650196
775,5450000,2,52.1,3,5,балкон,совмещенный,1975.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_521m_35et._2335268355
776,5400000,3,74.9,12,18,лоджия,раздельный,2015.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_749m_1218et._2241696841
777,5190000,1,48.1,8,10,балкон,совмещенный,2006.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_481m_810et._2383972565
778,3000000,1,33.0,9,9,балкон,совмещенный,1977.0,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_99et._2392969813
779,6000000,1,38.1,4,31,лоджия,совмещенный,2020.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_381m_431et._2316239315
780,3050000,3,61.0,3,5,балкон,раздельный,1974.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_35et._2343124612
781,5399000,3,69.0,10,10,балкон,раздельный,2003.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_1010et._2318750937
782,3900000,2,49.7,6,9,лоджия,раздельный,1990.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_497m_69et._2409017307
783,15000000,4,125.8,2,20,лоджия,раздельный,2016.0,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1258m_220et._2345531384
784,5800000,3,58.2,4,5,балкон,раздельный,1977.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_45et._2381408185
785,8700000,3,110.0,13,16,лоджия,раздельный,1995.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_110m_1316et._2201001062
786,5800000,4,83.6,6,9,балкон,раздельный,1986.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_836m_69et._2406917481
787,2790000,1,34.3,5,9,лоджия,раздельный,1986.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_59et._2342748177
788,6990000,4,116.6,3,12,лоджия,раздельный,2003.0,Кировский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1166m_312et._2317588587
789,2480000,1,37.4,10,10,лоджия,раздельный,1993.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_374m_1010et._2380754166
790,9999000,4,88.5,3,10,балкон,раздельный,1995.0,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_885m_310et._2385838825
791,3900000,2,49.3,6,9,лоджия,раздельный,1989.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_493m_69et._2375713288
792,7280000,3,83.4,2,25,лоджия,раздельный,2017.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_834m_225et._2319162581
793,2299000,1,27.1,13,25,лоджия,совмещенный,2016.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_271m_1325et._2372736855
794,3280000,2,45.0,3,5,балкон,раздельный,1976.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_35et._2373776306
795,4000000,2,56.4,2,17,лоджия,раздельный,1993.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_564m_217et._2366956552
796,4750000,2,56.4,8,10,лоджия,раздельный,1993.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_564m_810et._2417166740
797,6900000,2,65.0,15,16,балкон,раздельный,2013.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_65m_1516et._2304556992
798,4200000,2,45.9,6,9,лоджия,совмещенный,1980.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_69et._2361024819
799,4800000,2,40.0,6,6,балкон,совмещенный,1961.0,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_66et._2279121855
800,3980000,3,67.0,9,10,лоджия,раздельный,1987.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_910et._2340880142
801,3600000,3,47.6,3,5,балкон,раздельный,1968.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_476m_35et._2350708309
802,8090000,3,90.0,20,25,лоджия,раздельный,2014.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_90m_2025et._2410728685
803,3600000,2,52.0,10,10,лоджия,раздельный,2013.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_1010et._2407081728
804,2800000,2,43.1,3,5,балкон,совмещенный,1973.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_431m_35et._2385409008
805,2250000,1,30.1,3,5,балкон,совмещенный,1968.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_35et._2373172988
806,4299999,2,44.3,3,5,балкон,совмещенный,1962.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_35et._2418775699
807,3099000,4,61.6,5,5,балкон,раздельный,1969.0,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_616m_55et._2275188522
808,2800000,3,56.7,5,5,балкон,совмещенный,1967.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_567m_55et._2224775527
809,3000000,3,60.6,5,9,балкон,раздельный,1976.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_606m_59et._2220758598
810,4300000,3,63.5,3,5,балкон,раздельный,1968.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_635m_35et._2409218527
811,3350000,2,44.0,5,5,балкон,раздельный,1972.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_55et._2330325264
812,2850000,1,28.7,6,16,балкон,совмещенный,2009.0,Свердловский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_287m_616et._2353792615
813,3600000,2,43.9,5,9,лоджия,совмещенный,1984.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_59et._2401349249
814,7950000,2,50.0,21,25,балкон,совмещенный,2017.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_2125et._2388318695
815,4400000,2,51.9,14,17,лоджия,совмещенный,2021.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_519m_1417et._2384528004
816,4750000,1,45.0,15,17,лоджия,совмещенный,2005.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_45m_1517et._2373783230
817,4000000,1,36.5,12,17,балкон,совмещенный,2017.0,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_365m_1217et._2387253570
818,3900000,3,60.0,3,5,балкон,раздельный,1970.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_35et._2329415460
819,7420000,2,52.4,9,22,балкон,совмещенный,2020.0,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_524m_922et._2387425856
820,3900000,2,49.3,9,9,лоджия,раздельный,1984.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_493m_99et._2412091620
821,2850000,2,46.5,1,5,балкон,раздельный,1979.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_465m_15et._2355896982
822,2350000,3,60.2,4,5,балкон,совмещенный,1968.0,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_45et._2377976949
823,5450000,3,65.3,9,9,балкон,раздельный,1974.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_653m_99et._2347359015
824,4230000,2,46.0,1,10,балкон,совмещенный,2019.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_110et._2397560949
825,4797000,4,85.2,9,10,лоджия,раздельный,1987.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_852m_910et._2395954510
826,4380000,3,60.5,4,9,лоджия,совмещенный,1976.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_49et._2348693131
827,2800000,2,45.3,2,5,балкон,раздельный,1973.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_453m_25et._2285836871
828,8450000,3,82.0,7,19,лоджия,раздельный,2020.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_82m_719et._2317584508
829,3500000,2,48.0,4,5,балкон,совмещенный,1989.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_45et._2355205136
830,4800000,3,66.0,8,16,лоджия,раздельный,1993.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_66m_816et._2396203484
831,2700000,1,34.6,3,9,лоджия,раздельный,1988.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_39et._2396170949
832,2700000,2,47.6,2,5,балкон,совмещенный,1978.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_476m_25et._2393142129
833,3700000,3,52.0,2,5,балкон,совмещенный,1976.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_52m_25et._2397221262
834,10490000,1,44.0,7,8,лоджия,совмещенный,2019.0,Ленинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_44m_78et._2381132265
835,5450000,1,41.7,6,25,лоджия,совмещенный,2017.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_417m_625et._2408795083
836,4990000,3,59.1,9,10,лоджия,раздельный,1994.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_591m_910et._2382401790
837,3500000,3,60.0,5,5,балкон,раздельный,1968.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_55et._2273881695
838,3400000,2,45.7,7,9,лоджия,раздельный,1980.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_79et._2309551907
839,3130000,3,57.5,5,5,балкон,совмещенный,1962.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_575m_55et._2279812781
840,4680000,2,60.0,14,17,лоджия,раздельный,2016.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_60m_1417et._2323255937
841,3600000,1,34.3,6,10,балкон,раздельный,1988.0,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_610et._2396581412
842,5950000,4,80.0,6,10,лоджия,раздельный,1987.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_80m_610et._2362378400
843,3800000,3,61.7,4,5,балкон,раздельный,1971.0,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_617m_45et._2373837200
844,3399000,3,60.6,1,9,балкон,раздельный,1979.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_606m_19et._2341846732
845,2250000,1,36.6,9,9,балкон,совмещенный,1991.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_99et._2397432797
846,3850000,1,42.2,2,16,балкон,совмещенный,2006.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_422m_216et._2377505801
847,4390000,2,45.0,9,9,лоджия,раздельный,1975.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_99et._2391757760
848,12500000,3,89.0,11,31,лоджия,раздельный,2020.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_89m_1131et._2383132284
849,2700000,1,33.3,3,12,балкон,раздельный,1979.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_333m_312et._2424332423
850,8420000,3,84.0,9,17,балкон,раздельный,2021.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_84m_917et._2401036457
851,2100000,2,44.0,4,5,балкон,совмещенный,1969.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_45et._2423741164
852,5000000,3,68.3,3,10,лоджия,раздельный,2021.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_683m_310et._2351103853
853,2600000,1,36.0,5,9,лоджия,совмещенный,1982.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_59et._2355169393
854,6850000,1,40.5,16,25,лоджия,совмещенный,2017.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_405m_1625et._2312932828
855,6200000,2,47.4,16,25,лоджия,совмещенный,2011.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_474m_1625et._2359465215
856,2850000,1,34.0,7,10,лоджия,раздельный,2009.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_710et._2373518747
857,7300000,3,81.0,18,19,лоджия,раздельный,2011.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_81m_1819et._1881713516
858,10800000,4,108.4,5,14,лоджия,раздельный,2003.0,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1084m_514et._2336901403
859,4500000,3,62.0,2,10,балкон,раздельный,1990.0,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_210et._2381537383
860,2500000,2,44.7,4,5,балкон,совмещенный,1974.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_447m_45et._2368454200
861,2300000,1,33.2,3,4,балкон,раздельный,1964.0,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_332m_34et._2355065962
862,2600000,1,29.8,6,9,лоджия,совмещенный,1988.0,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_298m_69et._2355943720
863,3199000,1,33.7,17,19,лоджия,совмещенный,2016.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_337m_1719et._2391610734
864,4550000,4,85.0,7,9,балкон,раздельный,1987.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_85m_79et._2381412766
865,3800000,2,60.0,5,5,балкон,раздельный,1957.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_60m_55et._2243841974
866,5900000,2,56.0,6,16,лоджия,раздельный,2012.0,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_616et._2393675635
867,3100000,1,38.6,7,10,лоджия,раздельный,2008.0,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_386m_710et._2313759021
868,10980000,4,130.0,5,5,балкон,раздельный,2005.0,Дзержинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_130m_55et._2313163014
869,6500000,3,78.8,5,10,лоджия,раздельный,2003.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_788m_510et._2356411359
870,7190000,3,72.1,14,16,лоджия,раздельный,1990.0,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_721m_1416et._2384077047
871,8360000,2,52.4,6,11,балкон,совмещенный,2020.0,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_524m_611et._2388230655
872,3400000,2,45.0,4,5,балкон,раздельный,1973.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2371731558
873,4650000,2,51.6,7,10,лоджия,раздельный,1997.0,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_516m_710et._2370241764
874,5000000,2,70.1,19,25,лоджия,раздельный,2012.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_701m_1925et._2367352203
875,3850000,2,40.3,8,15,лоджия,совмещенный,2021.0,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_403m_815et._2344437983
876,5250000,3,66.8,2,9,лоджия,совмещенный,1985.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_668m_29et._2366942919
877,4600000,2,66.1,13,16,лоджия,раздельный,2014.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_661m_1316et._2417615174
878,2600000,1,41.1,10,16,лоджия,совмещенный,2011.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_411m_1016et._2375692102
879,13900000,3,123.0,8,9,лоджия,раздельный,2007.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_123m_89et._2245228855
880,2480000,1,34.0,3,9,балкон,раздельный,1992.0,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2410113132
881,5800000,2,53.2,2,25,лоджия,совмещенный,2019.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_532m_225et._2421427438
882,4700000,3,53.4,2,5,балкон,совмещенный,1961.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_534m_25et._2108030800
883,5600000,3,74.8,13,16,лоджия,раздельный,2012.0,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_748m_1316et._2315521847
884,8500000,2,66.6,5,23,лоджия,раздельный,2019.0,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_666m_523et._2330567144
885,7640000,3,76.4,10,10,лоджия,раздельный,2022.0,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_764m_1010et._2412171531
