,Price,Rooms,Area,Floor,Max_house_floor,balcony\loggia,Bathroom,Year built,District,Link
1936,2700000,1,31,2,5,,,,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_25et._2394981811
1937,3400000,2,45,4,5,балкон,раздельный,1973,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2371731558
1938,3300000,1,34.5,1,10,,раздельный,1988,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_345m_110et._2373506246
1939,4650000,2,51.6,7,10,лоджия,раздельный,1997,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_516m_710et._2370241764
1940,5000000,2,70.1,19,25,лоджия,раздельный,2012,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_701m_1925et._2367352203
1941,3850000,2,40.3,8,15,лоджия,совмещенный,2021,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_403m_815et._2344437983
1942,5250000,3,66.8,2,9,лоджия,совмещенный,1985,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_668m_29et._2366942919
1943,3600000,2,44.2,8,9,балкон,совмещенный,1973,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_442m_89et._2388529645
1944,4600000,2,66.1,13,16,лоджия,раздельный,2014,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_661m_1316et._2417615174
1945,2600000,1,41.1,10,16,лоджия,совмещенный,2011,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_411m_1016et._2375692102
1946,4700000,3,53.4,2,5,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_534m_25et._2108030800
1947,3150000,2,43,3,5,балкон,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_35et._2374780008
1948,2550000,2,41,2,5,,,,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_25et._2396074413
1949,2200000,2,42.7,1,3,,совмещенный,,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_427m_13et._2397734078
1950,13900000,3,123,8,9,лоджия,раздельный,2007,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_123m_89et._2245228855
1951,2480000,1,34,3,9,балкон,раздельный,1992,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2410113132
1952,5800000,2,53.2,2,25,лоджия,совмещенный,2019,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_532m_225et._2421427438
1953,4700000,3,53.4,2,5,балкон,совмещенный,1961,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_534m_25et._2108030800
1954,5600000,3,74.8,13,16,лоджия,раздельный,2012,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_748m_1316et._2315521847
1955,2850000,1,34,7,10,лоджия,раздельный,2009,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_710et._2373518747
1956,3000000,1,31,2,25,,совмещенный,2021,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_225et._2382512819
1957,8500000,2,66.6,5,23,лоджия,раздельный,2019,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_666m_523et._2330567144
1958,7640000,3,76.4,10,10,лоджия,раздельный,2022,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_764m_1010et._2412171531
1959,2200000,2,42.7,1,3,,совмещенный,,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_427m_13et._2397734078
1960,13900000,3,123,8,9,лоджия,раздельный,2007,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_123m_89et._2245228855
1961,3599000,1,31.1,2,4,лоджия,совмещенный,2018,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_311m_24et._2374015732
1962,2480000,1,34,3,9,балкон,раздельный,1992,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2410113132
1963,5800000,2,53.2,2,25,лоджия,совмещенный,2019,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_532m_225et._2421427438
1964,5690000,4,80.2,3,9,балкон,раздельный,1988,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_802m_39et._2396555370
1965,4400000,3,59.2,7,9,лоджия,совмещенный,1973,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_592m_79et._2418602220
1966,3000000,2,44,1,5,балкон,раздельный,1968,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_15et._2393897837
1967,6800000,3,64.6,2,4,,раздельный,1951,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_646m_24et._2330673375
1968,3300000,,,,,,совмещенный,2020,Свердловский,https://www.avito.ru/perm/kvartiry/apartamenty-studiya_255m_916et._2356675095
1969,2550000,2,41,2,5,балкон,совмещенный,1968,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_25et._2396074413
1970,6200000,2,50.4,2,19,балкон,совмещенный,2020,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_504m_219et._2424169976
1971,7000000,3,75.9,12,12,лоджия,раздельный,2000,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_759m_1212et._2331504407
1972,2850000,2,44.6,1,5,,совмещенный,1965,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_446m_15et._2397133794
1973,3370000,1,31,4,6,лоджия,совмещенный,2021,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_46et._2399497893
1974,4000000,2,41.3,4,4,лоджия,совмещенный,2016,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_413m_44et._2308984689
1975,4500000,,,,,,совмещенный,2013,Ленинский,https://www.avito.ru/perm/kvartiry/1-k._apartamenty_38m_517et._2377216167
1976,6000000,3,56,5,5,,совмещенный,1968,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_56m_55et._2356015390
1977,4500000,3,66.9,10,12,,,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_669m_1012et._2313478989
1978,5000000,2,49.5,3,5,,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_495m_35et._2412808282
1979,6570000,2,49,2,25,лоджия,совмещенный,2020,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_225et._2420905495
1980,2800000,2,44.9,5,5,балкон,совмещенный,1966,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_55et._2341287980
1981,3700000,1,34.9,9,9,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_349m_99et._2300635020
1982,5300000,3,65.2,1,10,лоджия,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_652_m_110_et._2273436144
1983,3500000,2,43.9,3,5,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_35et._2420983219
1984,7000000,3,69,9,10,балкон,раздельный,2008,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_910et._2248927977
1985,6300000,4,81,3,16,,,,Дзержинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_81m_316et._2330696116
1986,5450000,2,53.7,3,8,лоджия,совмещенный,2021,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_537m_38et._2330396212
1987,4160000,2,55.1,14,14,лоджия,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_551m_1414et._2388323274
1988,3550000,2,41,3,5,балкон,,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_35et._2421002239
1989,4250000,3,61,2,5,балкон,раздельный,1972,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_25et._2370884921
1990,2300000,1,31.9,2,5,балкон,совмещенный,1966,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_319m_25et._2391639361
1991,4500000,3,82.5,8,10,лоджия,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_825m_810et._2060204264
1992,3450000,2,44.2,3,4,балкон,совмещенный,1960,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_442m_34et._2355173890
1993,3800000,1,38.7,1,17,лоджия,совмещенный,2011,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_387m_117et._2375007866
1994,3299000,1,36.2,14,16,балкон,совмещенный,2014,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_362m_1416et._2347742384
1995,3750000,1,35.6,2,9,,совмещенный,1984,Ленинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_356m_29et._2341349895
1996,4150000,3,47,1,5,,раздельный,,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_47m_15et._2362227375
1997,2850000,1,34.6,13,18,балкон,совмещенный,2016,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_1318et._2384155673
1998,6100000,3,65.5,8,10,лоджия,раздельный,1998,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_655m_810et._2345919033
1999,1800000,2,47,3,5,,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_35et._2349257053
2000,2850000,2,45.5,1,5,,раздельный,1982,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_15et._2378366563
2001,3100000,2,45,3,4,балкон,совмещенный,1961,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_34et._2341751363
2002,1400000,1,26,2,5,,,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_26m_25et._2392498677
2003,3230000,2,42.6,5,5,балкон,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_426m_55et._2389221294
2004,10900000,3,77.6,10,16,балкон,,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_776m_1016et._2420852527
2005,5100000,3,55,2,5,балкон,совмещенный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_55m_25et._2134790133
2006,3800000,3,60.5,1,5,,раздельный,1966,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_15et._2410537502
2007,2450000,1,30.7,4,5,балкон,совмещенный,1962,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_307m_45et._2333427284
2008,4000000,1,44.6,3,16,,совмещенный,2021,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_446m_316et._2387058867
2009,2850000,1,34.6,13,18,балкон,совмещенный,2016,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_1318et._2384155673
2010,2200000,1,21,2,9,,совмещенный,1988,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_21m_29et._2363622195
2011,2080000,2,41.8,1,4,,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_418m_14et._2352582655
2012,2280000,1,28,2,9,балкон,совмещенный,1977,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_28m_29et._2357352705
2013,3200000,1,35,13,16,лоджия,совмещенный,2018,Кировский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_35m_1316et._2288640576
2014,4140000,2,40,3,4,балкон,совмещенный,2017,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_34et._2391906296
2015,6400000,2,52,2,6,лоджия,раздельный,2019,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_26et._2373201922
2016,3400000,3,61.5,1,5,,,,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_615m_15et._2340710311
2017,3400000,2,43,4,5,,,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_45et._2307358885
2018,3250000,3,62.7,2,5,балкон,раздельный,1967,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_627m_25et._2365958346
2019,2600000,1,36,2,5,,совмещенный,1962,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_25et._2340896889
2020,4590000,2,75.3,16,16,лоджия,раздельный,2013,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_753m_1616et._2334378356
2021,4800000,3,63,1,9,лоджия,раздельный,1983,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_19et._2264666560
2022,6000000,2,51.8,16,17,балкон,совмещенный,2011,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_518m_1617et._2346144399
2023,5100000,3,60.5,2,9,балкон,совмещенный,1968,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_29et._2395644840
2024,2350000,2,39,5,5,балкон,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_39m_55et._2371795584
2025,1955000,2,33.8,8,9,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_338m_89et._2381354663
2026,2950000,2,46.8,4,5,,,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_468m_45et._2372502037
2027,3300000,2,44,1,5,,раздельный,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_15et._2400768063
2028,5400000,4,81.3,13,16,лоджия,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_813m_1316et._2367555562
2029,2650000,1,29.8,10,17,балкон,совмещенный,2017,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_298m_1017et._2390825628
2030,4300000,2,61,5,5,балкон,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_55et._2401665225
2031,3900000,3,58.8,2,5,балкон,совмещенный,1974,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_588m_25et._2381702139
2032,2099999,1,19.8,20,20,,,,Кировский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_198m_2020et._2357410393
2033,3150000,2,42.3,5,5,балкон,,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_423m_55et._2340230742
2034,4200000,2,57,17,19,лоджия,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_1719et._2213197566
2035,3490000,3,51.3,4,5,балкон,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_513m_45et._2409901366
2036,4600000,2,50.6,4,10,лоджия,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_506m_410et._2351201284
2037,2780000,2,46.2,1,5,балкон,раздельный,,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_462m_15et._2385661075
2038,7000000,3,71.1,6,23,лоджия,раздельный,2021,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_711m_623et._2373743510
2039,4700000,3,68,1,9,,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_68m_19et._2276164223
2040,4100000,2,48,1,25,лоджия,совмещенный,2022,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_125et._2354002148
2041,2200000,2,38.2,1,5,,совмещенный,1991,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_382m_15et._2318632151
2042,3357000,3,55.6,3,5,балкон,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_556m_35et._2364929765
2043,4750000,1,37.3,17,18,лоджия,совмещенный,2015,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_373m_1718et._2423536990
2044,2950000,2,41.1,4,5,балкон,совмещенный,1968,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_411m_45et._2292721126
2045,4500000,2,60,13,17,лоджия,раздельный,2015,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_60m_1317et._2335826315
2046,6200000,3,58.4,3,5,балкон,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_35et._2410739383
2047,3700000,1,43.5,1,3,балкон,совмещенный,2015,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_435m_13et._2372963879
2048,2430000,1,30.5,4,5,,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_45et._2381977513
2049,2400000,2,42.8,1,4,,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_428m_14et._2422897883
2050,4490000,4,60.5,1,5,,раздельный,1969,Индустриальный,https://www.avito.ru/perm/kvartiry/4-k._kvartira_605m_15et._2412407629
2051,4350000,3,53,4,9,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_53m_49et._2376158201
2052,5500000,3,105.2,1,10,лоджия,раздельный,1999,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1052m_110et._2061271580
2053,3700000,1,43.5,1,3,балкон,совмещенный,2015,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_435m_13et._2372963879
2054,2950000,2,46.8,4,5,,,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_468m_45et._2372502037
2055,4490000,4,60.5,1,5,,раздельный,1969,Индустриальный,https://www.avito.ru/perm/kvartiry/4-k._kvartira_605m_15et._2412407629
2056,2400000,2,42.8,1,4,,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_428m_14et._2422897883
2057,4350000,3,53,4,9,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_53m_49et._2376158201
2058,5500000,3,105.2,1,10,лоджия,раздельный,1999,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1052m_110et._2061271580
2059,2500000,1,21.3,6,9,балкон,совмещенный,1982,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_213m_69et._2318675416
2060,2430000,1,30.5,4,5,,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_45et._2381977513
2061,4550000,2,48.4,5,9,лоджия,совмещенный,1986,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_484m_59et._2356422020
2062,5380000,1,41.4,16,25,балкон,совмещенный,2021,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_414m_1625et._2341352837
2063,3800000,3,63.5,2,10,лоджия,раздельный,1999,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_635m_210et._2394230501
2064,2800000,2,44.3,4,5,балкон,раздельный,1974,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_45et._2364962751
2065,6090000,3,75.6,12,16,балкон,совмещенный,2002,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_756m_1216et._2251891545
2066,6657000,3,106,10,16,лоджия,раздельный,2022,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_106m_1016et._2421554883
2067,15000000,3,108,6,14,лоджия,совмещенный,2010,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_108m_614et._2379647755
2068,4500000,3,67.5,4,10,лоджия,раздельный,2015,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_675m_410et._2397415935
2069,4500000,3,65.7,1,10,,раздельный,1992,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_657m_110et._2354828289
2070,6100000,4,85,10,16,балкон,раздельный,1999,Дзержинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_85m_1016et._2352880131
2071,6900000,3,91,16,16,балкон,раздельный,2016,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_91m_1616et._2372213093
2072,5800000,3,70,6,9,лоджия,раздельный,1978,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_70m_69et._2362060260
2073,4180000,1,49.2,10,18,лоджия,совмещенный,2021,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_492m_1018et._2423077742
2074,3200000,1,31.4,5,5,балкон,совмещенный,1960,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_314m_55et._2358235022
2075,3650000,3,55.1,5,5,балкон,совмещенный,1960,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_551m_55et._2344912454
2076,4500000,3,63,5,5,балкон,совмещенный,1974,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_55et._2419319478
2077,5500000,1,42,14,18,лоджия,совмещенный,2007,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_1418et._2381379540
2078,3550000,1,29.5,2,9,,совмещенный,2022,Мотовилихинский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_295m_29et._2348250604
2079,3400000,2,42.9,4,5,балкон,совмещенный,1964,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_429m_45et._2393239871
2080,2890000,1,34.2,8,9,лоджия,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_342_m_89_et._2325241640
2081,5600000,2,48,16,17,лоджия,совмещенный,2013,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_1617et._2382687893
2082,7017200,2,58.8,20,25,балкон,раздельный,2021,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_588m_2025et._2373469418
2083,11950000,4,126,11,17,,совмещенный,2006,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_126m_1117et._1738360714
2084,800000,1,27,2,2,балкон,совмещенный,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_27m_22et._2101886939
2085,4250000,2,53.4,3,4,балкон,раздельный,1958,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_534m_34et._2383377515
2086,2900000,2,43.9,4,5,балкон,совмещенный,1967,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_45et._2380978137
2087,1950000,1,34.9,4,5,лоджия,совмещенный,1985,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_349m_45et._2356762278
2088,1890000,2,60,1,2,,совмещенный,,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_60m_12et._2391536138
2089,4980000,2,53.4,2,14,лоджия,раздельный,1981,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_534m_214et._2373460611
2090,6300000,3,64.8,6,10,балкон,раздельный,1995,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_648m_610et._2379650460
2091,3590000,3,58,6,9,балкон,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_58m_69et._2409898614
2092,4990000,3,60,6,9,лоджия,совмещенный,1989,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_69et._2345818022
2093,3330000,2,40.6,4,5,балкон,раздельный,1969,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_406m_45et._2364495176
2094,3900000,1,38.4,8,10,балкон,раздельный,2008,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_384m_810et._2385409004
2095,3500000,1,37,1,9,лоджия,совмещенный,2013,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_37m_19et._2310630742
2096,2500000,2,45.3,1,5,,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_453m_15et._2373815601
2097,3000000,3,56.5,2,5,балкон,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_565m_25et._2410750898
2098,1700000,1,30.1,2,2,балкон,совмещенный,,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_22et._2394301653
2099,3520000,3,63,4,5,балкон,раздельный,1975,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_45et._2374891512
2100,2650000,1,26,5,9,балкон,совмещенный,1982,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_26m_59et._2370844252
2101,6000000,3,62,1,5,,совмещенный,,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_15et._555494538
2102,3800000,3,54.7,5,5,балкон,совмещенный,1964,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_547m_55et._2373598663
2103,6100000,3,81.4,1,17,,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_814m_117et._2299901622
2104,1500000,2,27,1,1,,,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_27m_11et._2427548957
2105,3690000,1,32.1,6,17,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_321m_617et._2377111360
2106,14200000,4,120,1,9,балкон,раздельный,1988,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_120m_19et._2360938683
2107,3500000,2,44,5,5,балкон,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_55et._2052305041
2108,2250000,1,36.6,9,9,балкон,совмещенный,1991,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_99et._2397432797
2109,3500000,1,38.2,7,10,лоджия,раздельный,,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_382m_710et._2404763863
2110,13500000,2,75.2,13,24,лоджия,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_752m_1324et._2341536419
2111,2950000,1,32.1,4,5,балкон,совмещенный,1962,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_321m_45et._2395356897
2112,2300000,1,36.5,3,7,лоджия,раздельный,2013,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_365m_37et._2395540094
2113,7600000,3,72,12,20,лоджия,совмещенный,2017,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_72m_1220et._2168395877
2114,7000000,2,61.5,6,8,лоджия,раздельный,2022,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_615m_68et._2393879114
2115,3500000,2,51,7,9,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_51m_79et._2323527192
2116,12900000,3,111,6,9,балкон,раздельный,2008,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_111m_69et._2317048711
2117,5850000,2,56,6,16,лоджия,совмещенный,2006,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_616et._2354916584
2118,2555000,2,43.8,1,5,,совмещенный,1960,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_438m_15et._2393680196
2119,6000000,3,80.2,6,17,,,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_802m_617et._2399233926
2120,3400000,2,44,4,5,,раздельный,1970,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_45et._2236888879
2121,1700000,2,45.9,2,2,балкон,раздельный,1956,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_22et._2210176419
2122,8700000,4,91.1,2,10,,,,Дзержинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_911m_210et._2396024344
2123,4300000,3,73.6,9,9,балкон,раздельный,2013,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_736m_99et._2427841838
2124,2320000,2,34.1,6,9,,совмещенный,1980,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_341m_69et._2316314039
