,Price,Rooms,Area,Floor,Max_house_floor,balcony\loggia,Bathroom,Year built,District,Link
539,3100000,2,52.1,5,5,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_521m_55et._2370950426
540,2900000,1,37.3,8,9,лоджия,совмещенный,1975,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_373m_89et._2401516899
541,4150000,2,43.7,4,9,лоджия,раздельный,1981,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_437m_49et._2339963987
542,2400000,2,41.6,2,5,,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_416m_25et._2419185738
543,3190000,3,61,2,5,балкон,раздельный,1983,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_25et._2074315461
544,4200000,2,50.3,8,10,лоджия,раздельный,1991,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_503m_810et._2393547555
545,3449000,3,60,3,5,лоджия,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_35et._2347438534
546,2430000,1,33.2,4,5,балкон,совмещенный,1986,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_332m_45et._2323652638
547,5995000,1,46.1,11,17,балкон,совмещенный,2005,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_461m_1117et._2394633492
548,2850000,1,30,3,5,,совмещенный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_35et._2317122438
549,2290000,1,31.8,5,5,,совмещенный,1960,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_318m_55et._2372221031
550,4600000,3,54.3,2,5,балкон,совмещенный,,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_543m_25et._2346080229
551,3550000,1,34.4,8,10,лоджия,раздельный,1989,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_810et._2369922413
552,2200000,2,44.9,1,3,,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_13et._2372303242
553,5180000,3,60.5,8,9,лоджия,раздельный,1977,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_89et._2379794851
554,4200000,2,50.3,8,10,лоджия,раздельный,1991,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_503m_810et._2393547555
555,2850000,1,30,3,5,,совмещенный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_35et._2317122438
556,10600000,2,53.1,16,22,,,,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_531m_1622et._2372279779
557,2290000,1,31.8,5,5,,совмещенный,1960,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_318m_55et._2372221031
558,4600000,3,54.3,2,5,балкон,совмещенный,,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_543m_25et._2346080229
559,3550000,1,34.4,8,10,лоджия,раздельный,1989,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_810et._2369922413
560,3480000,1,37.4,9,17,,,,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_374m_917et._2404324524
561,2300000,1,31,2,5,балкон,совмещенный,,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_25et._2399000706
562,2200000,2,44.9,1,3,,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_13et._2372303242
563,1499999,1,18,2,5,,совмещенный,1963,Индустриальный,https://www.avito.ru/perm/kvartiry/kvartira-studiya_18m_25et._2421065139
564,1500000,1,30.5,5,5,,совмещенный,1967,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_55et._2301971746
565,3197000,3,58.4,1,5,,совмещенный,1973,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_584m_15et._2356309635
566,4650000,3,63,2,5,балкон,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_25et._2383599560
567,7200000,3,106,3,12,лоджия,раздельный,2006,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_106m_312et._2424399792
568,1700000,1,23,1,5,лоджия,совмещенный,2015,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_23m_15et._2401853194
569,4200000,1,43,8,9,лоджия,совмещенный,2014,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_43m_89et._2417008151
570,3900000,3,61,1,5,балкон,раздельный,,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_15et._2348639750
571,2900000,2,42,2,5,,совмещенный,1961,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_25et._2412754064
572,3550000,3,58,5,5,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_58m_55et._2378741124
573,3150000,2,43.6,3,5,балкон,раздельный,1973,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_436m_35et._2341339302
574,2890000,1,34.6,4,9,лоджия,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_49et._2273041029
575,6300000,3,81.5,4,17,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_815m_417et._2389784922
576,9300000,4,103.2,7,16,лоджия,раздельный,2005,Дзержинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1032m_716et._2370231898
577,3670000,1,36.9,4,10,балкон,раздельный,1987,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_369m_410et._2317366727
578,3700000,2,49,3,18,лоджия,раздельный,2020,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_318et._2417621884
579,3280000,1,40.2,6,17,балкон,раздельный,2018,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_402m_617et._2341653401
580,2070000,1,21.2,1,9,,совмещенный,1968,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_212m_19et._2358003202
581,3600000,3,61,9,9,балкон,раздельный,1979,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_99et._2295938393
582,7500000,2,57.7,14,25,лоджия,совмещенный,2007,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_577m_1425et._2400054439
583,4500000,1,35,3,9,лоджия,совмещенный,2015,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_39et._2418270269
584,4350000,3,56.8,1,9,лоджия,раздельный,1973,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_568m_19et._2402630435
585,2100000,1,21.5,7,9,балкон,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_215m_79et._2401897571
586,4650000,2,44,4,9,лоджия,совмещенный,1976,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_49et._2410160333
587,8650000,3,74.2,2,25,лоджия,раздельный,2017,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_742m_225et._2375801707
588,1250000,1,17.9,3,5,,,,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_179m_35et._2402370272
589,4590000,2,49,9,10,лоджия,раздельный,1994,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_910et._2389236721
590,5300000,3,76.3,1,10,лоджия,раздельный,1994,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_763m_110et._2361162486
591,2690000,1,32.2,1,5,балкон,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_322m_15et._2401680977
592,4150000,1,42.9,2,5,,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_429m_25et._2421054358
593,2350000,1,27,7,9,,совмещенный,1985,Индустриальный,https://www.avito.ru/perm/kvartiry/kvartira-studiya_27m_79et._2338127541
594,3400000,1,31.5,3,5,балкон,раздельный,1966,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_315m_35et._2362682216
595,4990000,2,47.3,2,17,балкон,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_473m_217et._2421791974
596,4550000,2,53.7,2,4,лоджия,раздельный,2022,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_537m_24et._2309022122
597,2160000,2,43.9,1,5,балкон,,1968,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_15et._2381651486
598,12000000,3,100,16,17,,раздельный,2007,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_100m_1617et._2350935360
599,4890000,3,65.9,7,9,балкон,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_659m_79et._2293024848
600,16900000,3,134.6,12,18,лоджия,совмещенный,2005,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1346m_1218et._2360010317
601,2400000,2,47,2,2,балкон,раздельный,1958,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_22et._2340885317
602,4550000,1,47.4,14,17,лоджия,совмещенный,2021,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_474m_1417et._2408997270
603,2550000,2,46,1,2,,раздельный,1974,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_12et._2333898215
604,2000000,1,45.1,1,2,лоджия,раздельный,1988,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_451m_12et._2309802306
605,4000000,2,58,10,10,лоджия,раздельный,,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_1010et._2400582638
606,10200000,3,90,21,25,лоджия,совмещенный,2017,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_90m_2125et._2369379145
607,3650000,1,34.9,2,9,балкон,раздельный,1989,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_349m_29et._2378474077
608,3600000,3,61,9,9,,,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_99et._2295938393
609,6000000,4,80,4,10,лоджия,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_80m_410et._2303517875
610,2790000,1,38,7,10,лоджия,раздельный,2020,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_710et._2427400291
611,10600000,2,53.1,16,22,,,,Ленинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_531m_1622et._2372279779
612,7000000,3,71.8,4,16,балкон,раздельный,2018,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_718m_416et._2422179875
613,2950000,3,57.1,2,5,балкон,совмещенный,1966,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_571m_25et._2421706092
614,3950000,2,56.4,1,4,,,,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_564m_14et._2212960547
615,3150000,3,56.7,5,5,,,,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_567m_55et._2362124101
616,4700000,2,45,11,25,балкон,совмещенный,2020,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_1125et._2383304314
617,3850000,3,61,2,2,балкон,раздельный,1953,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_22et._2338123110
618,4150000,3,72.6,7,16,балкон,,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_726m_716et._2357515567
619,6500000,4,90,2,10,балкон,раздельный,1992,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_90m_210et._2356029818
620,3200000,3,62.2,1,5,балкон,совмещенный,1979,Кировский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_622m_15et._2353554897
621,3000000,3,43.4,3,5,балкон,совмещенный,1966,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_434m_35et._2393317016
622,4500000,3,59.7,5,9,лоджия,раздельный,1972,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_597m_59et._2387191693
623,1955000,1,33,3,5,балкон,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_35et._2410109340
624,3350000,1,38.3,3,7,лоджия,раздельный,2008,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_383m_37et._2317235188
625,7200000,4,104,3,10,балкон,раздельный,2016,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_104m_310et._2231277559
626,3100000,1,33,8,9,лоджия,раздельный,1990,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_89et._2309795729
627,2900000,1,33,3,5,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_35et._2412490549
628,4400000,3,55.7,1,5,,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_557m_15et._2379359303
629,3650000,2,43.2,4,5,балкон,совмещенный,1962,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_432m_45et._2395099227
630,3190000,2,44.4,2,5,балкон,раздельный,,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_444m_25et._2396722413
631,2000000,1,31.5,3,5,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_315m_35et._2417963395
632,3080000,2,40.5,1,5,,совмещенный,1959,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_405m_15et._2349804152
633,4050000,1,37.7,12,18,лоджия,совмещенный,2020,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_377m_1218et._2383185775
634,3100000,3,63,1,9,лоджия,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_19et._2378666601
635,3499000,3,57,1,10,,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_110et._2309593819
636,3180000,2,43.5,1,5,,совмещенный,1966,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_435m_15et._2284728105
637,4650000,3,60,2,9,лоджия,раздельный,1976,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_29et._2416405929
638,6150000,3,62,9,25,балкон,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_925et._2356030534
639,1750000,2,43,5,5,балкон,совмещенный,1964,Кировский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_55et._2355255682
640,5500000,1,52.9,6,14,лоджия,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_529m_614et._2347449989
641,3090000,1,33,6,16,лоджия,совмещенный,2012,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_616et._2424530280
642,5100000,1,42,3,20,балкон,совмещенный,2011,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_320et._2364173660
643,6500000,2,59,5,10,лоджия,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_59m_510et._2374669339
644,3300000,3,65,2,5,балкон,,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_65m_25et._2420936097
645,4100000,3,57.4,9,9,балкон,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_574m_99et._2401560390
646,2739000,1,33,2,5,балкон,совмещенный,1983,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_25et._2253729828
647,2590000,1,31,3,5,балкон,совмещенный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2381583336
648,4717000,1,43.5,16,23,лоджия,совмещенный,2021,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_435m_1623et._2314314861
649,2700000,1,21,20,25,лоджия,совмещенный,2018,Индустриальный,https://www.avito.ru/perm/kvartiry/kvartira-studiya_21m_2025et._2400940255
650,1450000,1,24.6,2,5,балкон,совмещенный,1964,Индустриальный,https://www.avito.ru/perm/kvartiry/kvartira-studiya_246m_25et._2372266990
651,2950000,1,33.3,3,5,балкон,совмещенный,1983,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_333m_35et._2205733509
652,4650000,3,63,2,5,балкон,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_25et._2383599560
653,3230000,2,45.8,3,4,балкон,совмещенный,1962,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_458m_34et._2342828960
654,3400000,1,35,3,4,лоджия,совмещенный,2022,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_34et._2052926029
655,4000000,2,47.1,1,5,лоджия,раздельный,1984,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_471m_15et._2376587165
656,2700000,1,40.3,1,10,,раздельный,2016,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_403m_110et._2408956412
657,4120000,1,50,9,16,лоджия,совмещенный,2021,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_50m_916et._2407014091
658,3000000,3,61.2,4,5,балкон,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_612m_45et._2418261219
659,2900000,1,30.6,5,5,,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_306m_55et._2309509084
660,3900000,1,31,3,5,,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2391835765
661,7500000,3,72.4,5,5,балкон,совмещенный,1958,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_724m_55et._2343841519
662,2950000,1,34.4,8,9,лоджия,раздельный,1989,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_89et._2336936842
663,2499000,1,22,3,9,,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_22m_39et._2409026280
664,1550000,1,17,4,5,,совмещенный,1968,Дзержинский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_17m_45et._2400860497
665,3750000,2,44.7,2,5,,совмещенный,,Дзержинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_447m_25et._2383629819
666,2995000,2,46.2,5,5,балкон,совмещенный,1961,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_462m_55et._2372584875
667,6200000,3,76,3,9,балкон,раздельный,1994,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_76m_39et._2319376388
668,3350000,1,35.6,7,10,лоджия,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_356m_710et._2378401882
669,3800000,1,36,4,9,лоджия,раздельный,1985,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_49et._2388256895
670,6850000,3,64.2,5,11,лоджия,совмещенный,1994,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_642m_511et._2406954679
671,5180000,3,60.5,8,9,лоджия,раздельный,1977,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_89et._2379794851
672,3000000,1,35,2,3,лоджия,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_23et._2378346716
673,3190000,3,60,3,5,,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_35et._2366629514
674,3500000,1,34,3,5,балкон,совмещенный,1989,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_35et._2393241358
675,2799000,1,30.5,5,6,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_56et._2401907247
676,5790000,3,67,3,9,балкон,раздельный,1985,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_39et._2378535643
677,1880000,2,47,2,5,балкон,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_25et._2426938503
678,25600000,4,160,5,7,лоджия,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_160m_57et._2424676455
679,2400000,1,28.4,5,5,балкон,совмещенный,1960,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_284m_55et._2211806621
680,5899000,2,55.6,6,25,лоджия,раздельный,2022,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_556m_625et._2327779588
681,3450000,2,45,1,9,лоджия,раздельный,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_19et._2275131523
682,3250000,1,30.5,4,5,балкон,совмещенный,1971,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_45et._2378020965
683,3000000,3,43.4,3,5,балкон,совмещенный,1966,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_434m_35et._2393317016
684,5450000,4,86.7,7,10,лоджия,раздельный,1987,Дзержинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_867m_710et._2341751778
685,3250000,3,63,4,9,балкон,раздельный,1974,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_49et._2409034171
686,4200000,1,37.5,15,17,,,,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_375m_1517et._2407004070
687,2292000,1,22,10,20,лоджия,совмещенный,2022,Свердловский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_22m_1020et._2385107463
688,4700000,1,44.8,10,25,,совмещенный,2017,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_448m_1025et._2376200273
689,3310000,2,39,3,9,лоджия,совмещенный,2018,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_39m_39et._2395511351
690,3290000,2,43,1,5,,совмещенный,1964,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_15et._2282783204
691,2400000,1,36.3,2,3,лоджия,раздельный,1943,Свердловский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_363m_23et._2309857041
692,4330000,1,41.5,11,20,лоджия,совмещенный,2016,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_415m_1120et._2348899775
693,15500000,3,86,4,8,лоджия,совмещенный,2021,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_86m_48et._2399265918
694,2750000,2,41.6,2,3,балкон,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_416m_23et._2351874813
695,5000000,1,47,21,25,лоджия,совмещенный,2016,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_47m_2125et._2423479467
696,1789000,1,25,2,5,балкон,совмещенный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_25m_25et._2383834437
697,2900000,2,46.5,4,4,балкон,совмещенный,1962,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_465m_44et._2363279690
698,3150000,1,32,4,5,балкон,совмещенный,1961,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_45et._2394354548
699,2770000,2,44.2,4,5,балкон,раздельный,1973,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_442m_45et._2388330964
700,3900000,3,71,8,9,лоджия,раздельный,1987,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_71m_89et._2386835848
701,3350000,2,46.3,4,5,балкон,раздельный,1983,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_463m_45et._2366338067
702,4500000,3,60.1,3,9,лоджия,совмещенный,1975,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_601m_39et._2410442835
703,4500000,3,60.1,3,9,,,,Индустриальный,https://www.avito.ru/perm/kvartiry/3-k._kvartira_601m_39et._2410442835
704,3150000,2,46.9,4,5,балкон,совмещенный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_469m_45et._2349357270
705,6700000,3,76,9,9,,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_76m_99et._975494546
706,1990000,1,32.1,3,5,балкон,совмещенный,,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_321m_35et._2340681175
707,4930000,3,59,3,5,балкон,совмещенный,1972,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_59m_35et._2391199561
708,3250000,1,36.6,8,9,лоджия,совмещенный,1986,Индустриальный,https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_89et._2402086968
709,5790000,3,71,4,16,лоджия,раздельный,1995,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_71m_416et._2383413115
710,4399000,3,66.6,1,12,лоджия,совмещенный,1981,Мотовилихинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_666m_112et._2361117203
711,2900000,2,43.3,5,5,балкон,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_55et._2402247618
712,3999000,2,53.3,8,10,лоджия,раздельный,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_533m_810et._2410188480
713,1690000,1,17.7,2,5,,совмещенный,1970,Мотовилихинский,https://www.avito.ru/perm/kvartiry/kvartira-studiya_177m_25et._2421782178
714,2840000,1,36.4,5,20,лоджия,совмещенный,2021,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_364m_520et._2362694949
715,1520000,1,39,5,9,,совмещенный,1978,Кировский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_59et._2318330110
716,9000000,4,113,3,4,лоджия,раздельный,2006,Индустриальный,https://www.avito.ru/perm/kvartiry/4-k._kvartira_113m_34et._2351987448
717,3100000,2,44,2,5,балкон,совмещенный,1962,Мотовилихинский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_25et._2373797033
718,2900000,2,50,2,9,лоджия,раздельный,,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_29et._2374511624
719,3600000,2,43.7,3,5,балкон,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_437m_35et._2355472767
720,3200000,2,42,4,5,,совмещенный,,Индустриальный,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_45et._2309125931
721,4999000,2,57,1,25,лоджия,совмещенный,2018,Свердловский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_125et._2378463036
722,3350000,1,32,4,5,,,,Дзержинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_45et._2370734369
723,1400000,2,43,1,2,,совмещенный,1949,Орджоникидзевский,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_12et._2365899418
724,16000000,4,99.4,21,25,лоджия,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_994m_2125et._2402460991
725,16900000,3,134.6,12,18,лоджия,совмещенный,2005,Ленинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1346m_1218et._2360010317
726,3950000,3,60.2,3,9,лоджия,раздельный,,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_39et._2428152258
727,2799000,1,29.7,17,20,лоджия,совмещенный,2021,Мотовилихинский,https://www.avito.ru/perm/kvartiry/1-k._kvartira_297m_1720et._2271582337
728,4950000,3,63,2,9,лоджия,раздельный,,Дзержинский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_29et._2367488699
729,3550000,3,53,8,9,лоджия,совмещенный,1981,Свердловский,https://www.avito.ru/perm/kvartiry/3-k._kvartira_53m_89et._2327124748
730,5000000,4,85.1,2,9,,,,Мотовилихинский,https://www.avito.ru/perm/kvartiry/4-k._kvartira_851m_29et._2394774125
