,Price,Rooms,Area,Floor,Max_house_floor,Year_built,Link
237,2600000,1,30.1,5,5,1968,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_55et._2378310263
238,6800000,2,63.7,9,16,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_637m_916et._2269201191
239,3100000,2,45.0,3,4,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_34et._2341751363
240,4850100,2,39.4,10,25,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_394m_1025et._2373313356
241,3450000,2,53.1,2,10,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_531m_210et._2355107952
242,1100000,1,17.1,7,9,1979,https://www.avito.ru/perm/kvartiry/1-k._kvartira_171m_79et._2358973747
243,4700000,3,56.8,6,9,1982,https://www.avito.ru/perm/kvartiry/3-k._kvartira_568m_69et._2344556710
244,3210000,2,44.0,9,9,1983,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_99et._2338076766
245,730000,1,12.0,1,9,1987,https://www.avito.ru/perm/kvartiry/1-k._kvartira_12m_19et._2366809019
246,8300000,2,67.0,13,25,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_67m_1325et._2372045018
247,4500000,2,51.9,14,17,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_519m_1417et._2384528004
248,5800000,2,56.3,7,16,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_563m_716et._2309743967
249,2000000,1,22.0,7,16,1957,https://www.avito.ru/perm/kvartiry/kvartira-studiya_22m_14et._2417338329
250,3200000,1,32.3,10,16,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_323m_1016et._2346313175
251,4100000,2,57.0,2,14,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_214et._2319633162
252,5200000,3,60.0,7,10,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_710et._2329584366
253,3200000,2,47.8,1,5,1970,https://www.avito.ru/perm/kvartiry/2-k._kvartira_478m_15et._2342915749
254,3700000,2,43.0,7,9,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_79et._2361274230
255,5000000,3,66.6,3,10,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_666m_310et._2346407517
256,4049000,2,45.2,3,9,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_452m_39et._2377727816
257,4700000,2,40.0,10,15,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_1015et._2373227245
258,4299000,4,61.9,5,5,1967,https://www.avito.ru/perm/kvartiry/4-k._kvartira_619m_55et._2318914619
259,3240000,2,44.1,1,5,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_441m_15et._2370237961
260,3980000,3,67.4,9,10,1991,https://www.avito.ru/perm/kvartiry/3-k._kvartira_674m_910et._2180904547
261,2300000,2,35.0,7,9,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_35m_79et._2393219169
262,2620000,2,41.3,5,5,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_413m_55et._2378729913
263,3200000,2,49.0,9,10,1997,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_910et._2421245326
264,3790000,2,43.2,8,9,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_432m_89et._2384909435
265,4999999,3,68.4,5,10,2002,https://www.avito.ru/perm/kvartiry/3-k._kvartira_684m_510et._2363214297
266,2950000,2,41.1,4,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_411m_45et._2292721126
267,2600000,1,41.1,8,16,2011,https://www.avito.ru/perm/kvartiry/kvartira-studiya_411m_1016et._2375692102
268,4470000,3,62.0,2,5,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_25et._2332911616
269,6669000,1,35.8,5,25,2019,https://www.avito.ru/perm/kvartiry/1-k._kvartira_358m_525et._2395504171
270,2600000,2,45.5,5,5,1981,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_55et._2391752702
271,5600000,1,46.0,12,25,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_46m_1225et._2313203398
272,3290000,1,34.0,1,10,2000,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_110et._2169716384
273,9200000,2,61.6,3,25,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_616m_325et._2385077352
274,4750000,3,67.3,2,9,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_673m_29et._2324171794
275,4500000,3,62.9,7,9,1976,https://www.avito.ru/perm/kvartiry/3-k._kvartira_629m_79et._1981217208
276,3430000,2,44.3,5,5,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_55et._2300919948
277,3590000,1,34.4,6,9,1984,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_69et._2349423158
278,6200000,2,59.7,5,6,1998,https://www.avito.ru/perm/kvartiry/2-k._kvartira_597m_56et._2383157306
279,4200000,3,52.6,1,9,1982,https://www.avito.ru/perm/kvartiry/3-k._kvartira_526m_19et._2393001590
280,2850000,1,33.2,3,5,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_332m_35et._2378881159
281,1800000,1,24.9,4,5,1974,https://www.avito.ru/perm/kvartiry/1-k._kvartira_249m_45et._2391278586
282,2200000,2,38.2,1,5,1991,https://www.avito.ru/perm/kvartiry/2-k._kvartira_382m_15et._2318632151
283,3150000,1,28.2,1,5,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_282m_419et._2349369704
284,3750000,3,71.1,9,10,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_711m_910et._2370431822
285,5700000,3,74.3,2,5,1958,https://www.avito.ru/perm/kvartiry/3-k._kvartira_743m_25et._2388461145
286,3000000,1,29.4,4,5,1976,https://www.avito.ru/perm/kvartiry/1-k._kvartira_294m_45et._1760870901
287,3399000,3,60.6,1,9,1979,https://www.avito.ru/perm/kvartiry/3-k._kvartira_606m_19et._2341846732
288,5800000,3,64.3,4,10,1991,https://www.avito.ru/perm/kvartiry/3-k._kvartira_643m_410et._2384533177
289,4700000,1,34.7,10,11,2003,https://www.avito.ru/perm/kvartiry/1-k._kvartira_347m_1011et._2355416601
290,1900000,1,35.0,2,5,1985,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_25et._2388477199
291,2950000,1,36.1,4,5,1962,https://www.avito.ru/perm/kvartiry/1-k._kvartira_361m_45et._2342370597
292,3000000,2,45.0,2,2,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_22et._2327549065
293,2320000,2,34.1,6,9,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_341m_69et._2316314039
294,4499999,2,58.5,4,4,1954,https://www.avito.ru/perm/kvartiry/2-k._kvartira_585m_44et._2397747771
295,3550000,2,45.0,3,5,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_35et._2385618535
296,5500000,2,66.7,3,5,1958,https://www.avito.ru/perm/kvartiry/2-k._kvartira_667m_35et._2399904953
297,3350000,2,45.0,5,5,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_55et._2378732714
298,2980000,2,45.6,1,6,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_456m_16et._2341294362
299,3650000,1,34.0,3,9,1989,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2349997920
300,3850000,3,46.2,2,5,2014,https://www.avito.ru/perm/kvartiry/3-k._kvartira_462m_25et._2356619904
301,2900000,1,36.6,5,9,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_366m_59et._2375380504
302,3350000,1,38.7,14,16,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_387m_1416et._2316030673
303,3600000,1,34.6,2,10,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_210et._2336312946
304,3600000,3,47.6,3,5,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_476m_35et._2350708309
305,2350000,3,60.2,4,5,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_45et._2377976949
306,3000000,1,32.0,10,10,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_1010et._2410804296
307,2700000,1,34.6,3,9,1988,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_39et._2396170949
308,3300000,1,33.6,2,12,1977,https://www.avito.ru/perm/kvartiry/1-k._kvartira_336m_212et._2417849369
309,4600000,3,92.3,5,6,2003,https://www.avito.ru/perm/kvartiry/3-k._kvartira_923m_56et._2365793899
310,3900000,3,60.0,3,5,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_35et._2329415460
311,3200000,2,43.0,2,5,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_25et._2336281690
312,3300000,3,62.0,3,9,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_39et._2384513300
313,5500000,2,54.1,8,10,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_810et._2361152475
314,3600000,2,43.4,5,9,1973,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_59et._2342757009
315,5990000,2,55.0,3,25,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_55m_325et._2412420574
316,4500000,2,62.4,8,9,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_624m_89et._2281615986
317,1650000,2,45.9,2,2,1956,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_22et._2210176419
318,6790000,3,78.5,2,10,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_785m_210et._2269490363
319,5500000,2,59.0,5,16,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_59m_516et._1963681691
320,2400000,1,32.0,5,5,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_55et._2308710021
321,3690000,1,31.1,2,4,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_311m_24et._2374015732
322,4000000,1,36.5,12,17,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_365m_1217et._2387253570
323,4600000,3,67.0,13,17,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_1317et._2341138732
324,4400000,2,45.4,3,9,1977,https://www.avito.ru/perm/kvartiry/2-k._kvartira_454m_39et._1993511570
325,4600000,4,85.9,10,10,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_859m_1010et._2308042978
326,2800000,2,43.4,4,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_45et._2390777469
327,1699000,1,28.0,4,5,1987,https://www.avito.ru/perm/kvartiry/kvartira-studiya_28m_49et._2344270476
328,2750000,1,41.8,3,10,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_418m_310et._2361582536
329,2700000,1,21.4,6,12,2018,https://www.avito.ru/perm/kvartiry/kvartira-studiya_214m_525et._2393248115
330,4500000,3,53.1,4,9,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_531m_49et._2356594979
331,7800000,4,82.0,5,16,2000,https://www.avito.ru/perm/kvartiry/4-k._kvartira_82m_516et._2332634556
332,5000000,1,41.6,11,17,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_416m_1117et._2295095051
333,7200000,2,56.1,8,25,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_561m_825et._2382191444
334,7990000,3,81.5,9,10,2006,https://www.avito.ru/perm/kvartiry/3-k._kvartira_815m_910et._2145031580
335,3500000,2,45.7,7,9,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_79et._2309551907
336,5350000,2,44.0,7,19,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_719et._2346708822
337,3370000,1,34.0,8,9,2002,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_89et._2402832248
338,2300000,1,29.2,5,5,1967,https://www.avito.ru/perm/kvartiry/1-k._kvartira_292m_55et._2378923633
339,2400000,1,28.1,10,10,2019,https://www.avito.ru/perm/kvartiry/1-k._kvartira_281m_1010et._2350835543
340,4520000,3,67.0,1,9,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_19et._2367346328
341,5500000,1,42.0,14,18,2007,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_1418et._2381379540
342,3700000,4,61.0,2,5,1968,https://www.avito.ru/perm/kvartiry/4-k._kvartira_61m_25et._2368482199
343,3000090,1,20.3,2,5,2019,https://www.avito.ru/perm/kvartiry/kvartira-studiya_203m_2225et._2387287672
344,2950000,1,34.6,9,10,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_910et._2368895340
345,3350000,1,35.5,9,9,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_355m_99et._2373334792
346,4790000,3,66.7,6,10,1991,https://www.avito.ru/perm/kvartiry/3-k._kvartira_667m_610et._2373476580
347,3900000,2,49.3,9,9,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_493m_99et._2412091620
348,3100000,1,38.6,7,10,2008,https://www.avito.ru/perm/kvartiry/1-k._kvartira_386m_710et._2313759021
349,2900000,1,30.4,4,5,1975,https://www.avito.ru/perm/kvartiry/1-k._kvartira_304m_45et._2395993707
350,2800000,1,25.0,8,17,2022,https://www.avito.ru/perm/kvartiry/1-k._kvartira_25m_817et._2412340892
351,790000,1,17.6,5,5,1964,https://www.avito.ru/perm/kvartiry/kvartira-studiya_176m_15et._2354053724
352,4700000,3,65.0,8,9,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_65m_89et._2357021716
353,4600000,2,40.5,2,25,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_405m_225et._2391978760
354,3500000,1,29.9,8,8,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_299m_88et._2377022586
355,2800000,2,44.3,3,5,1974,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_35et._2364962751
356,7800000,4,96.0,6,10,1999,https://www.avito.ru/perm/kvartiry/4-k._kvartira_96m_610et._2249614776
357,4250000,1,42.1,3,11,2005,https://www.avito.ru/perm/kvartiry/1-k._kvartira_421m_311et._2365946186
358,8200000,3,100.0,6,18,2013,https://www.avito.ru/perm/kvartiry/3-k._kvartira_100m_618et._2393297811
359,4700000,2,59.6,5,10,2000,https://www.avito.ru/perm/kvartiry/2-k._kvartira_596m_510et._2277052195
360,3890000,2,43.5,5,9,1982,https://www.avito.ru/perm/kvartiry/2-k._kvartira_435m_59et._2347692145
361,4000000,1,30.5,5,5,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_55et._2377835709
362,3839000,2,42.3,1,5,1964,https://www.avito.ru/perm/kvartiry/2-k._kvartira_423m_15et._2396531715
363,6800000,2,65.6,6,12,2010,https://www.avito.ru/perm/kvartiry/2-k._kvartira_656m_612et._2292333660
364,5650000,3,70.0,5,9,1988,https://www.avito.ru/perm/kvartiry/3-k._kvartira_70m_59et._2388212392
365,3250000,2,43.0,3,9,1976,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_39et._2394558695
366,3300000,2,55.3,5,17,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_553m_517et._2377702984
367,4300000,1,40.1,9,17,2011,https://www.avito.ru/perm/kvartiry/1-k._kvartira_401m_917et._2340888393
368,1897000,1,30.2,4,5,1968,https://www.avito.ru/perm/kvartiry/1-k._kvartira_302m_45et._2298933630
369,3200000,2,43.4,5,5,1972,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_55et._2342023839
370,3120000,1,36.0,7,16,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_716et._2378815208
371,5190000,2,49.0,2,4,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_24et._2343593172
372,7640000,3,76.4,10,10,2022,https://www.avito.ru/perm/kvartiry/3-k._kvartira_764m_1010et._2412171531
373,4950000,2,44.0,5,20,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_520et._2393621561
374,4650000,2,44.0,4,9,1976,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_49et._2410160333
375,3400000,2,45.0,4,5,1973,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2371731558
376,2800000,2,43.1,3,5,1973,https://www.avito.ru/perm/kvartiry/2-k._kvartira_431m_35et._2385409008
377,800000,1,29.0,2,2,1975,https://www.avito.ru/perm/kvartiry/1-k._kvartira_29m_22et._2268991352
378,2550000,2,41.0,2,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_25et._2396074413
379,5450000,3,74.0,5,16,1999,https://www.avito.ru/perm/kvartiry/3-k._kvartira_74m_516et._2385313932
380,7399000,3,63.6,11,19,2007,https://www.avito.ru/perm/kvartiry/3-k._kvartira_636m_1119et._2391448726
381,2890000,2,40.0,4,5,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_45et._2345670362
382,2450000,2,48.0,2,2,2010,https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_22et._2286673102
383,4390000,2,45.0,9,9,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_99et._2391757760
384,6150000,2,61.1,5,8,2020,https://www.avito.ru/perm/kvartiry/2-k._kvartira_611m_58et._2361772929
385,3290000,2,43.0,1,5,1964,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_15et._2282783204
386,3550000,4,61.5,3,5,1966,https://www.avito.ru/perm/kvartiry/4-k._kvartira_615m_35et._2368011524
387,8500000,3,75.0,4,5,1960,https://www.avito.ru/perm/kvartiry/3-k._kvartira_75m_45et._2399450460
388,3200000,1,35.0,4,4,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_44et._2377389060
389,2796000,2,42.7,5,5,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_427m_55et._2378292318
390,4800000,3,63.0,1,9,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_19et._2264666560
391,3600000,2,43.7,5,5,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_437m_55et._2344312106
392,3270000,1,38.3,10,10,2012,https://www.avito.ru/perm/kvartiry/1-k._kvartira_383m_1010et._2380438949
393,4700000,3,53.4,2,5,1961,https://www.avito.ru/perm/kvartiry/3-k._kvartira_534m_25et._2108030800
394,3490000,2,45.0,9,9,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_99et._2332629056
395,4000000,1,27.0,4,19,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_27m_419et._2356288025
396,3990000,3,60.1,1,5,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_601m_15et._2378550841
397,3300000,1,25.5,1,5,2020,https://www.avito.ru/perm/kvartiry/apartamenty-studiya_255m_916et._2356675095
398,5500000,4,83.0,3,9,1986,https://www.avito.ru/perm/kvartiry/4-k._kvartira_83m_39et._2387748691
399,2950000,2,43.3,3,5,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_35et._2384195388
400,900000,1,14.6,1,5,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_146m_15et._2374599734
401,3450000,2,44.0,5,5,1972,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_55et._2330325264
402,4000000,1,51.3,3,17,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_513m_317et._2285351679
403,3000000,2,45.0,4,5,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2381351967
404,1400000,1,26.0,2,5,1999,https://www.avito.ru/perm/kvartiry/1-k._kvartira_26m_25et._2392498677
405,7420000,2,52.4,9,22,2020,https://www.avito.ru/perm/kvartiry/2-k._kvartira_524m_922et._2387425856
406,6320000,2,62.0,9,17,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_62m_917et._2356125184
407,2450000,1,33.0,7,9,1969,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_79et._2372520702
408,1990000,1,29.1,3,5,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_291m_35et._2400864923
409,5100000,3,66.1,9,9,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_661m_99et._2393316551
410,4670000,2,51.6,7,10,1997,https://www.avito.ru/perm/kvartiry/2-k._kvartira_516m_710et._2370241764
411,3250000,2,40.0,9,25,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_925et._2352165773
412,4550000,2,48.4,5,9,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_484m_59et._2356422020
413,3500000,1,31.0,1,19,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_119et._2410179858
414,4500000,1,37.5,11,17,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_375m_1117et._2345395993
415,3195000,4,59.0,4,5,1971,https://www.avito.ru/perm/kvartiry/4-k._kvartira_59m_45et._2360982378
416,5780000,3,66.0,2,9,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_66m_29et._2326826607
417,1900000,1,20.0,2,5,1970,https://www.avito.ru/perm/kvartiry/kvartira-studiya_20m_55et._2382159293
418,2700000,1,41.8,9,16,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_418m_916et._2374776839
419,4250000,2,38.5,13,25,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_385m_1325et._2393456882
420,5600000,3,74.8,13,16,2012,https://www.avito.ru/perm/kvartiry/3-k._kvartira_748m_1316et._2315521847
421,6800000,3,64.6,2,4,1951,https://www.avito.ru/perm/kvartiry/3-k._kvartira_646m_24et._2330673375
422,2600000,1,36.0,5,9,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_59et._2355169393
423,3050000,3,61.0,3,5,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_35et._2343124612
424,2700000,2,41.0,3,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_35et._2360502199
425,3800000,2,50.5,9,19,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_505m_919et._2023023962
426,7000000,1,43.0,3,3,2014,https://www.avito.ru/perm/kvartiry/1-k._kvartira_43m_33et._2142623071
427,6100000,3,65.5,8,10,1998,https://www.avito.ru/perm/kvartiry/3-k._kvartira_655m_810et._2345919033
428,4840000,3,55.0,4,5,1964,https://www.avito.ru/perm/kvartiry/3-k._kvartira_55m_45et._2421415386
429,3700000,3,55.2,8,14,1980,https://www.avito.ru/perm/kvartiry/3-k._kvartira_552m_814et._2361664320
430,7800000,2,76.7,7,13,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_767m_713et._2390094040
431,8360000,2,52.4,6,11,2020,https://www.avito.ru/perm/kvartiry/2-k._kvartira_524m_611et._2388230655
432,3670000,4,90.0,3,9,1979,https://www.avito.ru/perm/kvartiry/4-k._kvartira_90m_39et._2308790345
433,5800000,2,54.0,9,16,1999,https://www.avito.ru/perm/kvartiry/2-k._kvartira_54m_916et._2391226577
434,5900000,3,56.5,9,25,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_565m_925et._2392133117
435,4080000,1,34.0,11,25,2022,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_1125et._2370330847
436,4100000,2,55.5,3,14,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_555m_314et._2381310112
437,2790000,1,34.3,5,9,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_59et._2342748177
438,2890000,1,38.0,8,10,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_810et._2377617151
439,3950000,1,45.5,6,16,2009,https://www.avito.ru/perm/kvartiry/1-k._kvartira_455m_616et._2377430542
440,2900000,3,50.7,2,5,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_507m_25et._2378657374
441,3800000,3,51.6,1,9,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_516m_19et._2308632885
442,3850000,3,69.0,1,12,1980,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_112et._2397768054
443,5050000,3,73.6,4,5,1963,https://www.avito.ru/perm/kvartiry/3-k._kvartira_736m_45et._2275722378
444,4500000,2,56.0,8,17,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_817et._2402555911
445,3100000,2,46.0,1,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_15et._2394527541
446,2190000,2,31.0,4,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_31m_45et._2390507758
447,3297000,2,43.2,3,5,1972,https://www.avito.ru/perm/kvartiry/2-k._kvartira_432m_35et._2410521588
448,3900000,3,55.2,2,5,1967,https://www.avito.ru/perm/kvartiry/3-k._kvartira_552m_25et._2396894996
449,6200000,3,64.4,3,5,1956,https://www.avito.ru/perm/kvartiry/3-k._kvartira_644m_35et._2394667325
450,4000000,2,41.3,4,4,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_413m_44et._2308984689
451,3100000,2,37.2,3,5,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_372m_35et._2339256557
452,3800000,3,54.7,5,5,1964,https://www.avito.ru/perm/kvartiry/3-k._kvartira_547m_55et._2373598663
453,2430000,1,29.5,11,23,2020,https://www.avito.ru/perm/kvartiry/kvartira-studiya_295m_1616et._2383758470
454,2550000,2,47.3,1,5,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_473m_15et._2097708319
455,3599000,3,60.0,5,5,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_55et._2353910360
456,3200000,1,30.2,5,5,2017,https://www.avito.ru/perm/kvartiry/kvartira-studiya_302m_125et._2382657912
457,5850000,2,62.0,2,16,2007,https://www.avito.ru/perm/kvartiry/2-k._kvartira_62m_216et._2330116006
458,4000000,2,43.3,9,9,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_99et._2191297040
459,2800000,2,45.3,2,5,1973,https://www.avito.ru/perm/kvartiry/2-k._kvartira_453m_25et._2285836871
460,5800000,2,50.0,10,10,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_50m_1010et._2365914902
461,2950000,2,47.3,3,5,1970,https://www.avito.ru/perm/kvartiry/2-k._kvartira_473m_35et._2372229278
462,4375000,1,31.4,8,19,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_314m_819et._2397817195
463,7180000,1,39.0,10,25,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_1025et._2402603288
464,5890000,3,67.0,3,9,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_39et._2378535643
465,3150000,3,47.0,2,5,1967,https://www.avito.ru/perm/kvartiry/3-k._kvartira_47m_25et._2401725983
466,3620000,2,48.0,4,5,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_45et._2410194503
467,3200000,1,34.0,3,9,1988,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_39et._2355503840
468,3700000,3,52.0,2,5,1976,https://www.avito.ru/perm/kvartiry/3-k._kvartira_52m_25et._2397221262
469,5550000,2,54.8,10,25,2020,https://www.avito.ru/perm/kvartiry/2-k._kvartira_548m_1025et._2377763367
470,2799000,1,35.6,1,5,1984,https://www.avito.ru/perm/kvartiry/1-k._kvartira_356m_15et._2317759149
471,3450000,2,44.2,3,4,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_442m_34et._2355173890
472,5750000,2,70.0,9,25,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_70m_925et._2213220343
473,4450000,3,56.4,2,5,1965,https://www.avito.ru/perm/kvartiry/3-k._kvartira_564m_25et._2333073267
474,3520000,3,63.0,4,5,1975,https://www.avito.ru/perm/kvartiry/3-k._kvartira_63m_45et._2374891512
475,3000000,1,37.3,8,9,1975,https://www.avito.ru/perm/kvartiry/1-k._kvartira_373m_89et._2401516899
476,2200000,1,21.0,2,9,1988,https://www.avito.ru/perm/kvartiry/1-k._kvartira_21m_29et._2363622195
