,Price,Rooms,Area,Floor,Max_house_floor,Year_built,Link
477,3500000,2,47.0,2,5,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_25et._2393378999
478,3350000,2,40.6,4,5,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_406m_45et._2364495176
479,2790000,1,30.5,5,5,1992,https://www.avito.ru/perm/kvartiry/1-k._kvartira_305m_55et._2391225020
480,5850000,3,67.0,5,9,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_59et._2378289180
481,4575000,3,55.5,2,5,1960,https://www.avito.ru/perm/kvartiry/3-k._kvartira_555m_25et._2326165019
482,4600000,2,53.1,5,10,1994,https://www.avito.ru/perm/kvartiry/2-k._kvartira_531m_510et._2384113231
483,4900000,2,56.6,5,9,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_566m_59et._2374034814
484,3520000,2,44.8,5,5,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_448m_55et._2348346559
485,4380000,3,60.5,4,9,1976,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_49et._2348693131
486,4999000,2,57.0,1,25,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_57m_125et._2378463036
487,3200000,2,50.6,4,16,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_506m_416et._2371114421
488,4500000,4,81.8,2,5,1940,https://www.avito.ru/perm/kvartiry/4-k._kvartira_818m_25et._2385391830
489,3100000,1,30.6,3,5,1965,https://www.avito.ru/perm/kvartiry/1-k._kvartira_306m_35et._2390618762
490,3900000,3,56.8,4,5,1947,https://www.avito.ru/perm/kvartiry/3-k._kvartira_568m_45et._2281487387
491,4200000,4,85.0,1,10,1990,https://www.avito.ru/perm/kvartiry/4-k._kvartira_85m_110et._2377531292
492,2699000,1,34.5,1,10,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_345m_110et._2360926647
493,6300000,4,81.0,3,16,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_81m_316et._2330696116
494,4400000,2,44.0,6,9,1976,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_69et._2388027783
495,3300000,2,42.0,4,5,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_45et._2366585929
496,2500000,1,21.3,6,9,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_213m_69et._2318675416
497,7500000,4,81.0,12,16,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_81m_1216et._2383456188
498,4300000,3,68.3,3,10,2008,https://www.avito.ru/perm/kvartiry/3-k._kvartira_683m_310et._2268248573
499,4200000,2,45.9,6,9,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_69et._2361024819
500,1850000,1,24.0,5,5,1971,https://www.avito.ru/perm/kvartiry/kvartira-studiya_24m_35et._2341777025
501,2800000,1,36.0,7,9,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_79et._2365705894
502,2100000,1,22.6,6,10,2015,https://www.avito.ru/perm/kvartiry/kvartira-studiya_226m_1120et._2313840397
503,3000000,3,60.6,5,9,1976,https://www.avito.ru/perm/kvartiry/3-k._kvartira_606m_59et._2220758598
504,7200000,3,70.2,9,19,2014,https://www.avito.ru/perm/kvartiry/3-k._kvartira_702m_919et._2106254847
505,2270000,1,32.4,1,9,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_324m_19et._2292803506
506,3200000,4,61.6,5,5,1969,https://www.avito.ru/perm/kvartiry/4-k._kvartira_616m_55et._2275188522
507,3650000,4,61.5,4,5,1968,https://www.avito.ru/perm/kvartiry/4-k._kvartira_615m_45et._2371600662
508,3800000,3,58.0,1,5,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_58m_15et._2410623635
509,4100000,2,48.0,1,25,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_48m_125et._2354002148
510,2000000,3,62.0,1,1,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_62m_11et._2368750564
511,2280000,1,28.0,2,9,1977,https://www.avito.ru/perm/kvartiry/1-k._kvartira_28m_29et._2357352705
512,2300000,2,43.9,3,3,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_33et._2333468492
513,3300000,1,40.1,3,9,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_401m_39et._2395705836
514,7300000,4,73.2,8,9,2022,https://www.avito.ru/perm/kvartiry/4-k._kvartira_732m_89et._2277416118
515,4275000,1,39.8,3,25,2019,https://www.avito.ru/perm/kvartiry/1-k._kvartira_398m_325et._2299298560
516,3680000,1,28.3,4,5,2018,https://www.avito.ru/perm/kvartiry/kvartira-studiya_283m_614et._2380044156
517,3000000,1,33.0,9,9,1977,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_99et._2392969813
518,2300000,1,32.0,3,5,1968,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_35et._2388674195
519,5800000,3,70.0,6,9,1978,https://www.avito.ru/perm/kvartiry/3-k._kvartira_70m_69et._2362060260
520,3200000,1,33.5,4,5,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_335m_45et._2323806779
521,4930000,3,66.1,9,10,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_661m_910et._2270147333
522,4964000,3,95.0,8,17,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_95m_817et._2348948749
523,2450000,1,32.0,3,3,2017,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_33et._2382456476
524,2600000,1,32.7,2,5,1977,https://www.avito.ru/perm/kvartiry/1-k._kvartira_327m_25et._2362500855
525,1750000,1,31.0,5,5,1966,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2249976980
526,2900000,2,43.9,4,5,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_45et._2380978137
527,2300000,2,43.0,1,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_15et._2344930213
528,3200000,3,61.2,4,5,1981,https://www.avito.ru/perm/kvartiry/3-k._kvartira_612m_45et._2373297154
529,3900000,2,53.0,6,9,1989,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_69et._2308597056
530,3550000,1,29.5,14,17,2022,https://www.avito.ru/perm/kvartiry/kvartira-studiya_295m_29et._2348250604
531,3699000,1,35.4,5,19,2008,https://www.avito.ru/perm/kvartiry/1-k._kvartira_354m_519et._2373182106
532,8500000,3,68.2,12,20,2013,https://www.avito.ru/perm/kvartiry/3-k._kvartira_682m_1220et._2314085208
533,6600000,2,56.5,14,19,2014,https://www.avito.ru/perm/kvartiry/2-k._kvartira_565m_1419et._2254992959
534,3230000,3,57.5,5,5,1962,https://www.avito.ru/perm/kvartiry/3-k._kvartira_575m_55et._2279812781
535,3100000,1,33.0,11,12,1980,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_1112et._2382371585
536,5500000,3,72.0,5,10,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_72m_510et._2373437370
537,4490000,4,60.5,1,5,1969,https://www.avito.ru/perm/kvartiry/4-k._kvartira_605m_15et._2412407629
538,5500000,3,58.6,13,14,1992,https://www.avito.ru/perm/kvartiry/3-k._kvartira_586m_1314et._2393386706
539,5790000,3,66.2,9,10,1991,https://www.avito.ru/perm/kvartiry/3-k._kvartira_662m_910et._2345911463
540,3550000,2,45.0,3,5,1981,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_35et._2427049662
541,5000000,3,68.3,3,10,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_683m_310et._2351103853
542,1550000,1,18.0,5,9,1977,https://www.avito.ru/perm/kvartiry/1-k._kvartira_18m_59et._2341449916
543,2150000,2,40.4,3,4,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_404m_34et._2370352492
544,4360000,2,58.0,1,9,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_19et._2381407926
545,2070000,1,31.6,5,5,1979,https://www.avito.ru/perm/kvartiry/1-k._kvartira_316m_55et._2395175489
546,2600000,2,46.8,1,4,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_468m_14et._2275996972
547,2600000,1,30.0,2,5,1965,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_25et._2353588135
548,4600000,2,44.0,3,5,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_35et._2333247932
549,3833000,2,43.0,5,5,1964,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_55et._2427641361
550,6090000,3,60.7,4,10,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_607m_410et._2347503241
551,3600000,2,45.7,5,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_457m_55et._2427776739
552,6000000,4,80.0,6,10,1987,https://www.avito.ru/perm/kvartiry/4-k._kvartira_80m_610et._2362378400
553,2800000,2,44.4,2,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_444m_25et._2386650196
554,3200000,1,34.4,4,9,1989,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_49et._2412092358
555,4200000,2,58.0,2,10,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_58m_210et._2377372660
556,3300000,3,61.0,2,5,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_25et._2385874493
557,3950000,1,36.0,5,10,1988,https://www.avito.ru/perm/kvartiry/1-k._kvartira_36m_510et._1881783136
558,3800000,1,44.6,3,16,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_446m_316et._2387058867
559,2450000,2,44.9,3,3,1958,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_33et._2237706776
560,4500000,3,58.0,1,5,1947,https://www.avito.ru/perm/kvartiry/3-k._kvartira_58m_15et._2391951560
561,999999,1,18.6,5,5,1966,https://www.avito.ru/perm/kvartiry/1-k._kvartira_186m_55et._2397306662
562,2560000,2,45.0,9,9,1983,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_99et._2370542892
563,1800000,3,51.0,1,2,1980,https://www.avito.ru/perm/kvartiry/3-k._kvartira_51m_12et._1948149124
564,4440000,2,54.0,8,9,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_54m_89et._2299798258
565,2000000,2,37.2,2,2,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_372m_22et._2328850254
566,4060000,2,72.0,14,17,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_72m_1417et._2285463585
567,7499000,3,71.3,4,16,1993,https://www.avito.ru/perm/kvartiry/3-k._kvartira_713m_416et._2373243474
568,3750000,1,42.0,6,10,2005,https://www.avito.ru/perm/kvartiry/1-k._kvartira_42m_610et._2393965286
569,5750000,2,55.9,3,19,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_559m_319et._2392201441
570,2670000,1,30.0,5,5,1962,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_55et._2372837253
571,6300000,3,64.8,6,10,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_648m_610et._2379650460
572,7499000,3,77.3,14,17,2012,https://www.avito.ru/perm/kvartiry/3-k._kvartira_773m_1417et._2329787063
573,6100000,3,66.6,2,9,1993,https://www.avito.ru/perm/kvartiry/3-k._kvartira_666m_29et._2399240504
574,5500000,4,85.9,8,10,1994,https://www.avito.ru/perm/kvartiry/4-k._kvartira_859m_810et._2395135493
575,3900000,3,58.8,2,5,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_588m_25et._2381702139
576,8500000,2,56.0,12,25,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_1225et._2366413447
577,4990000,3,60.0,6,9,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_69et._2345818022
578,3150000,2,40.4,4,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_404m_45et._2384027295
579,5190000,3,60.7,9,9,1977,https://www.avito.ru/perm/kvartiry/3-k._kvartira_607m_99et._2393419920
580,4250000,3,61.0,2,5,1972,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_25et._2370884921
581,4100000,2,49.0,8,9,1983,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_89et._2065743548
582,3300000,3,69.8,10,10,2009,https://www.avito.ru/perm/kvartiry/3-k._kvartira_698m_1010et._2301083480
583,3500000,1,41.0,1,4,2022,https://www.avito.ru/perm/kvartiry/1-k._kvartira_41m_14et._1891323514
584,6500000,3,78.8,5,10,2003,https://www.avito.ru/perm/kvartiry/3-k._kvartira_788m_510et._2356411359
585,4200000,1,39.1,12,25,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_391m_1225et._2270532944
586,2800000,2,30.0,1,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_30m_15et._2381735842
587,4890000,2,61.8,2,4,1955,https://www.avito.ru/perm/kvartiry/2-k._kvartira_618m_24et._2394925705
588,3050000,3,61.0,1,5,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_15et._2329568242
589,3050000,3,52.4,4,5,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_524m_45et._2364576326
590,3200000,2,46.5,2,5,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_465m_25et._2396276988
591,7550000,3,84.4,7,16,2006,https://www.avito.ru/perm/kvartiry/3-k._kvartira_844m_716et._2359639158
592,3930000,1,42.2,2,16,2006,https://www.avito.ru/perm/kvartiry/1-k._kvartira_422m_216et._2377505801
593,3880000,3,60.4,7,9,1976,https://www.avito.ru/perm/kvartiry/3-k._kvartira_604m_79et._2398875220
594,3500000,2,44.7,2,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_447m_25et._2364426470
595,2750000,1,32.0,3,5,1976,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_35et._2387041216
596,4700000,3,60.0,11,12,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_1112et._2297452255
597,5900000,2,56.0,6,16,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_56m_616et._2393675635
598,2750000,1,35.6,1,4,1960,https://www.avito.ru/perm/kvartiry/1-k._kvartira_356m_14et._2377523823
599,1700000,1,31.0,3,4,1964,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_34et._2402368169
600,3800000,3,61.7,4,5,1971,https://www.avito.ru/perm/kvartiry/3-k._kvartira_617m_45et._2373837200
601,5900000,3,81.7,1,4,1936,https://www.avito.ru/perm/kvartiry/3-k._kvartira_817m_14et._2394366245
602,3100000,2,42.5,2,5,1962,https://www.avito.ru/perm/kvartiry/2-k._kvartira_425m_25et._2341682237
603,3980000,3,67.0,9,10,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_910et._2340880142
604,3100000,1,33.0,5,12,1980,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_512et._2401058401
605,2300000,1,36.5,3,7,2013,https://www.avito.ru/perm/kvartiry/1-k._kvartira_365m_37et._2395540094
606,4200000,3,58.1,1,9,1977,https://www.avito.ru/perm/kvartiry/3-k._kvartira_581m_19et._2277697483
607,2800000,3,57.0,2,5,1963,https://www.avito.ru/perm/kvartiry/3-k._kvartira_57m_25et._2384200700
608,3000000,1,34.6,13,18,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_1318et._2384155673
609,3550000,2,44.7,4,5,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_447m_45et._2341378630
610,4964000,3,95.5,5,16,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_955m_516et._2378569209
611,4700000,3,67.5,5,10,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_675m_510et._2345417615
612,4550000,4,85.0,7,9,1987,https://www.avito.ru/perm/kvartiry/4-k._kvartira_85m_79et._2381412766
613,6000000,3,63.4,7,9,1989,https://www.avito.ru/perm/kvartiry/3-k._kvartira_634m_79et._2402471763
614,2900000,1,32.0,7,9,2015,https://www.avito.ru/perm/kvartiry/kvartira-studiya_32m_816et._2256709814
615,5800000,2,53.2,2,25,2019,https://www.avito.ru/perm/kvartiry/2-k._kvartira_532m_225et._2421427438
616,9500000,3,97.0,3,10,2009,https://www.avito.ru/perm/kvartiry/3-k._kvartira_97m_310et._2350819899
617,3099000,2,43.0,4,4,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_44et._2372334244
618,2900000,1,34.0,6,9,1991,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_69et._2370609185
619,8500000,2,72.5,3,16,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_725m_316et._2367173391
620,3000000,1,30.8,4,5,1964,https://www.avito.ru/perm/kvartiry/1-k._kvartira_308m_45et._2379729898
621,2850000,1,32.0,4,4,1959,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_44et._2392841017
622,2540000,1,35.0,8,10,1995,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_810et._2388071467
623,3390000,2,43.0,1,5,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_15et._2351710792
624,2250000,1,21.0,1,5,1972,https://www.avito.ru/perm/kvartiry/kvartira-studiya_21m_45et._2371698395
625,5600005,3,67.3,1,10,1994,https://www.avito.ru/perm/kvartiry/3-k._kvartira_673m_110et._2390528870
626,3000000,2,43.7,5,5,1970,https://www.avito.ru/perm/kvartiry/2-k._kvartira_437m_55et._2386171577
627,2650000,1,26.0,5,9,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_26m_59et._2370844252
628,3100000,2,46.5,3,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_465m_35et._2393525432
629,5650000,2,73.0,5,16,2000,https://www.avito.ru/perm/kvartiry/2-k._kvartira_73m_516et._2143503187
630,4000000,1,37.7,12,18,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_377m_1218et._2380135960
631,4980000,2,53.4,2,14,1981,https://www.avito.ru/perm/kvartiry/2-k._kvartira_534m_214et._2373460611
632,5100000,3,68.0,9,10,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_68m_910et._2377455387
633,8000000,4,82.4,3,10,1988,https://www.avito.ru/perm/kvartiry/4-k._kvartira_824m_310et._2311933835
634,5400000,3,77.4,3,16,1996,https://www.avito.ru/perm/kvartiry/3-k._kvartira_774m_316et._2323433797
635,3520000,1,34.3,2,9,1989,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_29et._2345197635
636,4050000,2,45.9,2,5,1971,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_25et._2339611061
637,3000000,1,32.3,2,5,2022,https://www.avito.ru/perm/kvartiry/kvartira-studiya_323m_14et._2019232887
638,4150000,2,40.0,3,4,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_34et._2391906296
639,5450000,2,53.7,3,8,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_537m_38et._2330396212
640,3690000,2,43.9,5,9,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_59et._2401349249
641,3000000,1,34.3,1,10,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_343m_110et._2401678082
642,4064000,2,72.6,2,16,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_726m_216et._2410747169
643,3600000,2,46.0,2,9,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_29et._2298385205
644,3780000,4,61.4,5,5,1972,https://www.avito.ru/perm/kvartiry/4-k._kvartira_614m_55et._2345668440
645,3780000,2,45.0,4,5,1972,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_45et._2394942927
646,4650000,3,60.3,6,9,1984,https://www.avito.ru/perm/kvartiry/3-k._kvartira_603m_69et._2333752274
647,5115000,3,59.9,7,9,1973,https://www.avito.ru/perm/kvartiry/3-k._kvartira_599m_79et._2420989145
648,2500000,2,44.7,4,5,1974,https://www.avito.ru/perm/kvartiry/2-k._kvartira_447m_45et._2368454200
649,3950000,2,49.0,8,10,1991,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_810et._2285509535
650,1400000,1,18.0,4,4,1982,https://www.avito.ru/perm/kvartiry/kvartira-studiya_18m_25et._2374027154
651,2600000,1,32.0,7,9,1989,https://www.avito.ru/perm/kvartiry/1-k._kvartira_32m_79et._2354386254
652,4400000,3,61.6,2,10,1990,https://www.avito.ru/perm/kvartiry/3-k._kvartira_616m_210et._2328443261
653,3250000,2,37.2,3,5,1980,https://www.avito.ru/perm/kvartiry/2-k._kvartira_372m_35et._2396148178
654,2940000,2,51.1,9,9,1998,https://www.avito.ru/perm/kvartiry/2-k._kvartira_511m_99et._2372948758
655,2590000,1,34.6,2,5,1985,https://www.avito.ru/perm/kvartiry/1-k._kvartira_346m_25et._2362762495
656,3690000,2,51.0,5,5,1994,https://www.avito.ru/perm/kvartiry/2-k._kvartira_51m_55et._2242295828
657,3180000,2,44.0,1,5,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_15et._2393897837
658,3199000,1,30.0,2,5,1964,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_25et._2393689961
659,1800000,1,28.0,1,3,1980,https://www.avito.ru/perm/kvartiry/1-k._kvartira_28m_13et._2384931096
660,2900000,1,34.1,5,9,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_341m_59et._2384890431
661,3950000,2,59.6,4,14,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_596m_414et._2371328152
662,3798598,2,42.1,4,5,1960,https://www.avito.ru/perm/kvartiry/2-k._kvartira_421m_45et._2321812414
663,3320000,2,49.7,2,10,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_497m_210et._2334102909
664,2600000,1,34.4,1,10,1992,https://www.avito.ru/perm/kvartiry/1-k._kvartira_344m_110et._2210709543
665,4600000,1,43.0,11,25,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_43m_1125et._2327854133
666,2450000,1,27.7,4,5,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_277m_45et._2389426097
667,4150000,2,49.0,5,5,1952,https://www.avito.ru/perm/kvartiry/2-k._kvartira_49m_55et._2252798527
668,4190000,1,30.0,11,23,2010,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_1123et._2391692884
669,3200000,1,40.4,2,9,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_404m_29et._2353848586
670,1560000,1,24.0,4,5,1967,https://www.avito.ru/perm/kvartiry/1-k._kvartira_24m_45et._2385546359
671,3950000,2,48.9,5,5,1989,https://www.avito.ru/perm/kvartiry/2-k._kvartira_489m_55et._2361455271
672,3500000,1,45.0,1,9,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_45m_19et._2228959621
673,6090000,3,75.6,12,16,2002,https://www.avito.ru/perm/kvartiry/3-k._kvartira_756m_1216et._2251891545
674,5100000,3,61.5,8,9,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_615m_89et._2345572799
675,2800000,2,44.9,5,5,1966,https://www.avito.ru/perm/kvartiry/2-k._kvartira_449m_55et._2341287980
676,5250000,3,66.8,2,9,1985,https://www.avito.ru/perm/kvartiry/3-k._kvartira_668m_29et._2366942919
677,2900000,1,30.0,5,5,1961,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_55et._2396626189
678,3999000,3,67.0,2,5,1961,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_25et._2341470822
679,3450000,2,45.9,7,9,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_459m_79et._2400301321
680,3900000,2,45.0,4,9,1967,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_49et._2339107349
681,4180000,2,51.0,4,8,2021,https://www.avito.ru/perm/kvartiry/2-k._kvartira_51m_48et._2350281228
682,7100000,3,69.0,4,10,2009,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_410et._2125927866
683,4740000,1,38.3,14,19,2014,https://www.avito.ru/perm/kvartiry/1-k._kvartira_383m_1419et._2380950881
684,3530000,2,38.0,5,5,1974,https://www.avito.ru/perm/kvartiry/2-k._kvartira_38m_55et._2373400489
685,2250000,1,30.0,2,5,1974,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_25et._2402837847
686,5100000,3,60.5,2,9,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_605m_29et._2395644840
687,1520000,1,39.0,4,9,1978,https://www.avito.ru/perm/kvartiry/1-k._kvartira_39m_49et._2315716188
688,6450000,2,61.4,7,10,2004,https://www.avito.ru/perm/kvartiry/2-k._kvartira_614m_710et._2331464603
689,5700000,4,80.7,4,16,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_807m_416et._2197147774
690,6600000,2,59.6,8,20,2016,https://www.avito.ru/perm/kvartiry/2-k._kvartira_596m_820et._2395999033
691,3600000,2,52.9,14,16,2017,https://www.avito.ru/perm/kvartiry/2-k._kvartira_529m_1416et._2396562125
692,3530000,2,43.3,3,9,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_39et._2395675644
693,4200000,2,43.4,2,5,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_25et._2349051695
694,4100000,1,40.1,5,9,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_401m_59et._2372035176
695,6300000,2,84.0,5,9,2000,https://www.avito.ru/perm/kvartiry/2-k._kvartira_84m_59et._2122910268
696,3690000,1,46.1,10,17,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_461m_1017et._2310989559
697,3250000,3,59.0,3,5,1962,https://www.avito.ru/perm/kvartiry/3-k._kvartira_59m_35et._2380873736
698,7900000,3,72.0,12,20,2017,https://www.avito.ru/perm/kvartiry/3-k._kvartira_72m_1220et._2168395877
699,5299000,1,44.0,11,17,1987,https://www.avito.ru/perm/kvartiry/1-k._kvartira_44m_1117et._2379240241
700,8600000,2,77.7,12,20,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_777m_1220et._2290990778
701,4100000,1,33.8,8,9,2019,https://www.avito.ru/perm/kvartiry/kvartira-studiya_338m_225et._2396702761
702,5400000,2,63.5,11,14,2008,https://www.avito.ru/perm/kvartiry/2-k._kvartira_635m_1114et._2396969093
703,4150000,4,61.0,4,5,1968,https://www.avito.ru/perm/kvartiry/4-k._kvartira_61m_45et._2341353394
704,4600000,2,43.4,5,9,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_434m_59et._2374973335
705,3690000,3,56.5,1,5,1965,https://www.avito.ru/perm/kvartiry/3-k._kvartira_565m_15et._2350252925
706,2950000,1,32.1,4,5,1962,https://www.avito.ru/perm/kvartiry/1-k._kvartira_321m_45et._2395356897
707,2690000,1,21.2,7,10,2018,https://www.avito.ru/perm/kvartiry/kvartira-studiya_212m_925et._2390584264
708,5840000,3,60.0,8,10,1995,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_810et._2327141634
709,5300000,2,61.0,4,9,2013,https://www.avito.ru/perm/kvartiry/2-k._kvartira_61m_49et._2374970016
710,3800000,3,61.0,2,5,1970,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_25et._2391581368
711,3700000,2,45.5,10,16,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_1016et._2427131985
712,4220000,1,53.7,10,16,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_537m_315et._2340328146
713,7975999,3,97.7,7,10,2004,https://www.avito.ru/perm/kvartiry/3-k._kvartira_977m_710et._2258629730
714,5150000,2,52.0,2,10,2009,https://www.avito.ru/perm/kvartiry/2-k._kvartira_52m_210et._2364162373
715,8500000,4,81.8,12,16,1991,https://www.avito.ru/perm/kvartiry/4-k._kvartira_818m_1216et._2400940087
716,7100000,3,76.0,8,16,2006,https://www.avito.ru/perm/kvartiry/3-k._kvartira_76m_816et._2375049332
